response,rt,difficulty,subj_idx
1.0,1.117,hard,3
1.0,0.804000000002,hard,3
1.0,1.162,hard,3
1.0,0.600000000002,hard,3
1.0,1.265,easy,4
0.0,1.086,easy,4
1.0,0.491000000002,easy,4
0.0,1.198,easy,4
1.0,0.956000000002,easy,4
1.0,1.269,easy,4
1.0,1.192,easy,4
0.0,1.94,easy,4
0.0,0.680999999998,easy,4
1.0,0.719000000002,easy,4
1.0,1.009,easy,4
1.0,0.617000000002,easy,4
1.0,0.997000000002,easy,4
1.0,0.716000000002,easy,4
1.0,0.888000000002,easy,4
1.0,0.997000000002,hard,4
1.0,0.897000000002,hard,4
1.0,1.117,hard,4
1.0,0.664000000002,hard,4
1.0,1.903,hard,4
1.0,0.695000000002,hard,4
1.0,2.255,hard,4
1.0,0.989000000002,hard,4
1.0,1.38,hard,4
1.0,2.095,hard,4
1.0,1.256,hard,4
1.0,0.673000000002,hard,4
1.0,0.534000000002,hard,4
1.0,1.001,hard,4
1.0,0.439000000002,hard,4
1.0,1.042,easy,5
0.0,2.024,easy,5
1.0,0.589000000002,easy,5
1.0,1.393,easy,5
0.0,0.645999999998,easy,5
1.0,1.467,easy,5
1.0,1.945,easy,5
1.0,2.366,easy,5
1.0,0.954000000002,easy,5
0.0,2.691,easy,5
1.0,1.237,easy,5
1.0,0.413000000002,easy,5
0.0,0.761999999998,easy,5
1.0,1.011,easy,5
0.0,3.145,easy,5
1.0,1.42,hard,5
1.0,0.886000000002,hard,5
1.0,1.739,hard,5
1.0,0.627000000002,hard,5
1.0,1.829,hard,5
1.0,0.606000000002,hard,5
1.0,0.753000000002,hard,5
1.0,1.144,hard,5
1.0,0.630000000002,hard,5
1.0,0.612000000002,hard,5
1.0,1.331,hard,5
1.0,2.723,hard,5
1.0,0.616000000002,hard,5
1.0,3.61,hard,5
1.0,2.198,hard,5
0.0,1.298,easy,6
0.0,0.745999999998,easy,6
1.0,1.577,easy,6
0.0,0.873999999998,easy,6
0.0,1.72,easy,6
1.0,0.608000000002,easy,6
0.0,0.834999999998,easy,6
1.0,0.589000000002,easy,6
0.0,0.840999999998,easy,6
1.0,3.229,easy,6
1.0,0.682000000002,easy,6
1.0,1.501,easy,6
1.0,1.355,easy,6
1.0,0.806000000002,easy,6
1.0,4.593,easy,6
1.0,1.395,hard,6
1.0,0.639000000002,hard,6
1.0,0.548000000002,hard,6
1.0,0.603000000002,hard,6
1.0,2.141,hard,6
1.0,0.480000000002,hard,6
1.0,1.486,hard,6
0.0,0.534999999998,hard,6
1.0,0.548000000002,hard,6
1.0,0.598000000002,hard,6
1.0,1.413,hard,6
0.0,1.127,hard,6
0.0,1.067,hard,6
1.0,1.175,hard,6
1.0,1.553,hard,6
1.0,1.73,easy,7
1.0,0.711000000002,easy,7
1.0,0.753000000002,easy,7
1.0,0.637000000002,easy,7
1.0,0.510000000002,easy,7
1.0,1.063,easy,7
1.0,1.914,easy,7
1.0,1.075,easy,7
0.0,0.807999999998,easy,7
1.0,0.879000000002,easy,7
1.0,0.959000000002,easy,7
1.0,1.56,easy,7
1.0,1.622,easy,7
0.0,0.736999999998,easy,7
0.0,1.359,easy,7
1.0,0.728000000002,hard,7
1.0,0.833000000002,hard,7
1.0,2.302,hard,7
1.0,0.962000000002,hard,7
1.0,0.571000000002,hard,7
1.0,0.606000000002,hard,7
1.0,0.850000000002,hard,7
0.0,0.712999999998,hard,7
1.0,0.517000000002,hard,7
1.0,0.824000000002,hard,7
1.0,0.684000000002,hard,7
1.0,1.538,hard,7
1.0,1.113,hard,7
1.0,1.21,hard,7
1.0,3.112,hard,7
1.0,1.143,easy,8
1.0,0.941000000002,easy,8
1.0,0.490000000002,easy,8
1.0,0.567000000002,easy,8
0.0,0.808999999998,easy,8
1.0,0.532000000002,easy,8
1.0,0.720000000002,easy,8
1.0,0.930000000002,easy,8
0.0,0.490999999998,easy,8
1.0,0.623000000002,easy,8
0.0,0.731999999998,easy,8
1.0,2.149,easy,8
0.0,1.728,easy,8
1.0,1.794,easy,8
1.0,2.254,easy,8
1.0,1.971,hard,8
1.0,0.647000000002,hard,8
1.0,0.607000000002,hard,8
1.0,1.218,hard,8
0.0,0.593999999998,hard,8
1.0,0.886000000002,hard,8
1.0,0.905000000002,hard,8
1.0,1.525,hard,8
1.0,1.346,hard,8
1.0,0.531000000002,hard,8
1.0,0.716000000002,hard,8
1.0,0.542000000002,hard,8
1.0,1.781,hard,8
1.0,0.531000000002,hard,8
1.0,0.803000000002,hard,8
1.0,0.647000000002,easy,9
1.0,0.890000000002,easy,9
1.0,0.491000000002,easy,9
1.0,0.517000000002,easy,9
1.0,1.414,easy,9
1.0,1.819,easy,9
1.0,0.804000000002,easy,9
1.0,0.638000000002,easy,9
0.0,2.661,easy,9
1.0,0.672000000002,easy,9
0.0,0.595999999998,easy,9
1.0,2.143,easy,9
1.0,0.621000000002,easy,9
1.0,0.604000000002,easy,9
1.0,1.307,easy,9
1.0,1.245,hard,9
1.0,1.665,hard,9
1.0,0.804000000002,hard,9
1.0,2.741,hard,9
1.0,0.432000000002,hard,9
1.0,1.066,hard,9
0.0,1.169,hard,9
1.0,1.879,hard,9
0.0,0.805999999998,hard,9
1.0,0.787000000002,hard,9
1.0,0.483000000002,hard,9
1.0,0.384000000002,hard,9
1.0,0.709000000002,hard,9
1.0,1.365,hard,9
1.0,0.819000000002,hard,9
0.0,0.737999999998,easy,10
1.0,3.151,easy,10
1.0,2.237,easy,10
1.0,1.36,easy,10
0.0,2.569,easy,10
1.0,1.231,easy,10
1.0,0.463000000002,easy,10
1.0,1.274,easy,10
0.0,0.599999999998,easy,10
1.0,1.191,easy,10
0.0,2.339,easy,10
0.0,0.784999999998,easy,10
1.0,1.911,easy,10
0.0,0.745999999998,easy,10
0.0,2.293,easy,10
0.0,1.076,hard,10
1.0,0.809000000002,hard,10
1.0,1.956,hard,10
1.0,1.086,hard,10
1.0,0.719000000002,hard,10
1.0,0.959000000002,hard,10
1.0,0.969000000002,hard,10
1.0,1.127,hard,10
1.0,1.273,hard,10
0.0,0.670999999998,hard,10
1.0,0.625000000002,hard,10
1.0,0.603000000002,hard,10
1.0,0.889000000002,hard,10
1.0,0.685000000002,hard,10
0.0,1.032,hard,10
0.0,0.805999999998,easy,11
0.0,0.589999999998,easy,11
0.0,1.181,easy,11
1.0,0.750000000002,easy,11
1.0,2.041,easy,11
1.0,0.509000000002,easy,11
1.0,1.606,easy,11
1.0,0.812000000002,easy,11
1.0,0.643000000002,easy,11
1.0,1.751,easy,11
1.0,0.641000000002,easy,11
1.0,1.922,easy,11
1.0,1.776,easy,11
0.0,1.892,easy,11
0.0,0.853999999998,easy,11
1.0,0.900000000002,hard,11
1.0,1.984,hard,11
1.0,0.710000000002,hard,11
1.0,1.356,hard,11
1.0,0.559000000002,hard,11
1.0,1.252,hard,11
1.0,0.885000000002,hard,11
1.0,1.21,hard,11
1.0,1.414,hard,11
1.0,0.768000000002,hard,11
1.0,0.773000000002,hard,11
1.0,0.993000000002,hard,11
1.0,1.302,hard,11
1.0,1.453,hard,11
1.0,0.924000000002,hard,11
0.0,1.028,easy,12
1.0,0.722000000002,easy,12
0.0,0.691999999998,easy,12
1.0,1.267,easy,12
0.0,0.713999999998,easy,12
1.0,0.783000000002,easy,12
1.0,1.501,easy,12
1.0,1.872,easy,12
0.0,0.607999999998,easy,12
0.0,0.736999999998,easy,12
1.0,0.770000000002,easy,12
1.0,1.817,easy,12
1.0,2.469,easy,12
1.0,1.223,easy,12
1.0,2.462,easy,12
1.0,0.597000000002,hard,12
1.0,1.489,hard,12
1.0,2.76,hard,12
0.0,0.616999999998,hard,12
1.0,0.465000000002,hard,12
1.0,0.768000000002,hard,12
1.0,0.640000000002,hard,12
1.0,2.047,hard,12
0.0,1.087,hard,12
1.0,1.763,hard,12
1.0,0.695000000002,hard,12
1.0,0.945000000002,hard,12
1.0,0.636000000002,hard,12
1.0,0.474000000002,hard,12
1.0,1.677,hard,12
0.0,1.125,easy,13
1.0,0.828000000002,easy,13
1.0,0.971000000002,easy,13
1.0,0.921000000002,easy,13
1.0,1.35,easy,13
1.0,0.975000000002,easy,13
1.0,0.638000000002,easy,13
1.0,0.698000000002,easy,13
1.0,1.384,easy,13
1.0,0.967000000002,easy,13
0.0,0.875999999998,easy,13
1.0,1.426,easy,13
1.0,1.92,easy,13
1.0,1.221,easy,13
0.0,2.049,easy,13
1.0,0.510000000002,hard,13
1.0,1.081,hard,13
0.0,0.629999999998,hard,13
1.0,0.680000000002,hard,13
0.0,0.753999999998,hard,13
0.0,1.234,hard,13
1.0,1.02,hard,13
1.0,0.982000000002,hard,13
1.0,0.555000000002,hard,13
1.0,2.331,hard,13
1.0,0.562000000002,hard,13
1.0,0.931000000002,hard,13
1.0,1.187,hard,13
1.0,1.168,hard,13
1.0,0.691000000002,hard,13
1.0,0.648000000002,easy,14
1.0,1.066,easy,14
1.0,3.594,easy,14
1.0,0.778000000002,easy,14
1.0,1.319,easy,14
0.0,1.755,easy,14
1.0,1.207,easy,14
1.0,0.584000000002,easy,14
0.0,0.874999999998,easy,14
0.0,1.004,easy,14
0.0,0.567999999998,easy,14
1.0,1.224,easy,14
0.0,0.965999999998,easy,14
1.0,2.981,easy,14
1.0,1.275,easy,14
1.0,0.535000000002,hard,14
1.0,0.420000000002,hard,14
0.0,1.722,hard,14
1.0,1.315,hard,14
1.0,0.463000000002,hard,14
1.0,1.401,hard,14
1.0,0.779000000002,hard,14
1.0,0.882000000002,hard,14
1.0,0.786000000002,hard,14
0.0,0.645999999998,hard,14
1.0,1.032,hard,14
1.0,0.736000000002,hard,14
1.0,1.312,hard,14
1.0,1.902,hard,14
0.0,0.617999999998,hard,14
1.0,1.085,easy,15
1.0,0.889000000002,easy,15
1.0,0.675000000002,easy,15
1.0,0.659000000002,easy,15
0.0,1.096,easy,15
1.0,1.07,easy,15
0.0,0.893999999998,easy,15
0.0,0.517999999998,easy,15
1.0,0.968000000002,easy,15
0.0,1.604,easy,15
0.0,2.38,easy,15
1.0,0.997000000002,easy,15
0.0,0.826999999998,easy,15
1.0,0.602000000002,easy,15
1.0,0.992000000002,easy,15
1.0,0.765000000002,hard,15
1.0,1.242,hard,15
1.0,1.538,hard,15
1.0,0.623000000002,hard,15
0.0,1.22,hard,15
1.0,1.209,hard,15
1.0,0.830000000002,hard,15
1.0,0.904000000002,hard,15
1.0,0.502000000002,hard,15
0.0,1.1,hard,15
1.0,1.174,hard,15
0.0,0.409999999998,hard,15
1.0,0.812000000002,hard,15
1.0,0.569000000002,hard,15
1.0,0.897000000002,hard,15
1.0,0.915000000002,easy,16
0.0,0.989999999998,easy,16
0.0,2.629,easy,16
1.0,0.686000000002,easy,16
1.0,2.01,easy,16
1.0,1.192,easy,16
1.0,1.493,easy,16
1.0,1.001,easy,16
1.0,0.751000000002,easy,16
1.0,2.83,easy,16
1.0,0.925000000002,easy,16
1.0,1.302,easy,16
0.0,3.572,easy,16
0.0,0.547999999998,easy,16
0.0,1.885,easy,16
1.0,0.554000000002,hard,16
0.0,0.815999999998,hard,16
0.0,1.751,hard,16
1.0,0.809000000002,hard,16
1.0,0.455000000002,hard,16
1.0,1.923,hard,16
0.0,0.573999999998,hard,16
1.0,0.464000000002,hard,16
1.0,0.679000000002,hard,16
1.0,1.026,hard,16
1.0,0.567000000002,hard,16
1.0,1.906,hard,16
1.0,1.092,hard,16
1.0,0.662000000002,hard,16
0.0,1.464,hard,16
1.0,0.510000000002,easy,17
0.0,0.647999999998,easy,17
1.0,1.454,easy,17
1.0,2.544,easy,17
1.0,1.659,easy,17
1.0,1.317,easy,17
1.0,0.679000000002,easy,17
1.0,2.143,easy,17
1.0,0.845000000002,easy,17
0.0,1.32,easy,17
1.0,0.806000000002,easy,17
0.0,0.915999999998,easy,17
1.0,2.036,easy,17
1.0,0.652000000002,easy,17
1.0,1.022,easy,17
1.0,0.520000000002,hard,17
1.0,0.625000000002,hard,17
1.0,0.610000000002,hard,17
1.0,0.529000000002,hard,17
1.0,1.754,hard,17
0.0,5.254,hard,17
1.0,0.658000000002,hard,17
1.0,0.815000000002,hard,17
1.0,1.351,hard,17
1.0,0.993000000002,hard,17
1.0,1.308,hard,17
1.0,0.528000000002,hard,17
1.0,0.661000000002,hard,17
1.0,1.11,hard,17
1.0,0.779000000002,hard,17
1.0,1.273,easy,18
0.0,0.874999999998,easy,18
1.0,0.708000000002,easy,18
0.0,1.455,easy,18
0.0,3.374,easy,18
1.0,1.257,easy,18
1.0,0.989000000002,easy,18
0.0,0.946999999998,easy,18
1.0,2.648,easy,18
1.0,0.594000000002,easy,18
1.0,3.25,easy,18
1.0,0.572000000002,easy,18
1.0,0.899000000002,easy,18
0.0,1.642,easy,18
1.0,1.762,easy,18
1.0,0.485000000002,hard,18
1.0,0.875000000002,hard,18
1.0,0.449000000002,hard,18
1.0,0.711000000002,hard,18
1.0,0.627000000002,hard,18
0.0,0.755999999998,hard,18
1.0,0.625000000002,hard,18
1.0,1.973,hard,18
1.0,1.274,hard,18
1.0,0.597000000002,hard,18
1.0,2.016,hard,18
1.0,1.593,hard,18
1.0,0.894000000002,hard,18
1.0,0.637000000002,hard,18
1.0,2.203,hard,18
1.0,1.091,easy,19
1.0,0.575000000002,easy,19
1.0,1.332,easy,19
1.0,1.302,easy,19
0.0,2.734,easy,19
1.0,1.678,easy,19
0.0,1.361,easy,19
1.0,0.896000000002,easy,19
1.0,0.810000000002,easy,19
1.0,1.706,easy,19
0.0,2.464,easy,19
1.0,1.577,easy,19
1.0,3.081,easy,19
1.0,0.774000000002,easy,19
1.0,1.291,easy,19
0.0,0.822999999998,hard,19
0.0,0.654999999998,hard,19
0.0,0.451999999998,hard,19
1.0,0.856000000002,hard,19
1.0,0.952000000002,hard,19
1.0,2.852,hard,19
1.0,1.15,hard,19
1.0,1.377,hard,19
1.0,0.899000000002,hard,19
1.0,0.715000000002,hard,19
1.0,0.644000000002,hard,19
0.0,1.016,hard,19
0.0,1.164,hard,19
1.0,0.928000000002,hard,19
1.0,0.701000000002,hard,19
1.0,1.443,easy,20
1.0,2.136,easy,20
1.0,3.172,easy,20
1.0,2.659,easy,20
1.0,1.208,easy,20
1.0,0.933000000002,easy,20
0.0,1.855,easy,20
0.0,0.798999999998,easy,20
1.0,0.957000000002,easy,20
1.0,0.728000000002,easy,20
1.0,4.398,easy,20
1.0,1.237,easy,20
1.0,1.328,easy,20
1.0,0.738000000002,easy,20
1.0,2.476,easy,20
1.0,0.656000000002,hard,20
1.0,1.111,hard,20
1.0,1.191,hard,20
1.0,1.152,hard,20
1.0,0.781000000002,hard,20
1.0,2.422,hard,20
1.0,1.614,hard,20
1.0,1.188,hard,20
1.0,1.137,hard,20
1.0,0.563000000002,hard,20
1.0,1.398,hard,20
1.0,1.771,hard,20
1.0,0.717000000002,hard,20
1.0,0.753000000002,hard,20
1.0,1.409,hard,20
1.0,0.993000000002,easy,21
1.0,0.984000000002,easy,21
0.0,2.231,easy,21
1.0,1.802,easy,21
1.0,1.007,easy,21
1.0,0.734000000002,easy,21
1.0,2.006,easy,21
1.0,0.689000000002,easy,21
1.0,0.601000000002,easy,21
1.0,1.562,easy,21
1.0,0.456000000002,easy,21
1.0,2.114,easy,21
0.0,2.265,easy,21
0.0,0.782999999998,easy,21
1.0,0.522000000002,easy,21
1.0,0.495000000002,hard,21
1.0,1.325,hard,21
1.0,0.579000000002,hard,21
1.0,0.429000000002,hard,21
1.0,1.384,hard,21
0.0,0.651999999998,hard,21
1.0,0.943000000002,hard,21
1.0,1.069,hard,21
1.0,0.779000000002,hard,21
1.0,0.703000000002,hard,21
1.0,0.866000000002,hard,21
1.0,1.748,hard,21
1.0,0.595000000002,hard,21
1.0,0.735000000002,hard,21
1.0,0.475000000002,hard,21
1.0,1.181,easy,22
1.0,0.923000000002,easy,22
1.0,0.585000000002,easy,22
0.0,1.238,easy,22
0.0,1.585,easy,22
1.0,2.754,easy,22
1.0,0.747000000002,easy,22
1.0,1.744,easy,22
1.0,0.780000000002,easy,22
1.0,2.278,easy,22
0.0,0.612999999998,easy,22
1.0,1.346,easy,22
0.0,1.817,easy,22
1.0,0.845000000002,easy,22
1.0,0.877000000002,easy,22
0.0,1.009,hard,22
1.0,1.232,hard,22
0.0,0.882999999998,hard,22
1.0,0.733000000002,hard,22
1.0,4.287,hard,22
1.0,0.683000000002,hard,22
1.0,3.147,hard,22
1.0,0.425000000002,hard,22
1.0,0.563000000002,hard,22
0.0,0.650999999998,hard,22
0.0,1.155,hard,22
1.0,0.759000000002,hard,22
1.0,0.999000000002,hard,22
1.0,0.554000000002,hard,22
1.0,0.841000000002,hard,22
1.0,0.827000000002,easy,23
1.0,0.994000000002,easy,23
1.0,0.439000000002,easy,23
1.0,2.235,easy,23
1.0,0.772000000002,easy,23
0.0,2.432,easy,23
1.0,0.966000000002,easy,23
0.0,0.972999999998,easy,23
1.0,1.105,easy,23
0.0,1.47,easy,23
1.0,0.923000000002,easy,23
0.0,0.883999999998,easy,23
0.0,1.171,easy,23
1.0,1.758,easy,23
0.0,0.617999999998,easy,23
1.0,1.034,hard,23
1.0,0.877000000002,hard,23
1.0,0.914000000002,hard,23
1.0,0.816000000002,hard,23
1.0,1.326,hard,23
1.0,1.399,hard,23
1.0,0.797000000002,hard,23
0.0,1.536,hard,23
1.0,2.966,hard,23
1.0,0.841000000002,hard,23
0.0,0.602999999998,hard,23
1.0,0.625000000002,hard,23
1.0,0.624000000002,hard,23
1.0,0.844000000002,hard,23
1.0,1.561,hard,23
0.0,0.561999999998,easy,24
0.0,0.669999999998,easy,24
0.0,1.285,easy,24
1.0,0.893000000002,easy,24
1.0,1.147,easy,24
0.0,3.599,easy,24
0.0,1.625,easy,24
1.0,0.554000000002,easy,24
1.0,0.983000000002,easy,24
0.0,0.533999999998,easy,24
1.0,0.843000000002,easy,24
1.0,0.457000000002,easy,24
0.0,0.638999999998,easy,24
0.0,0.647999999998,easy,24
0.0,2.903,easy,24
1.0,0.870000000002,hard,24
1.0,0.636000000002,hard,24
1.0,2.555,hard,24
1.0,0.475000000002,hard,24
1.0,0.928000000002,hard,24
1.0,0.735000000002,hard,24
1.0,3.81,hard,24
1.0,1.848,hard,24
1.0,1.383,hard,24
1.0,2.225,hard,24
1.0,0.779000000002,hard,24
1.0,0.456000000002,hard,24
1.0,0.975000000002,hard,24
1.0,1.244,hard,24
1.0,0.505000000002,hard,24
0.0,1.274,easy,25
1.0,1.76,easy,25
1.0,0.809000000002,easy,25
1.0,0.672000000002,easy,25
0.0,0.858999999998,easy,25
1.0,2.405,easy,25
1.0,0.908000000002,easy,25
1.0,0.833000000002,easy,25
1.0,0.765000000002,easy,25
1.0,0.457000000002,easy,25
1.0,2.19,easy,25
1.0,0.492000000002,easy,25
1.0,0.674000000002,easy,25
1.0,2.005,easy,25
1.0,1.429,easy,25
1.0,1.03,hard,25
1.0,1.863,hard,25
1.0,0.873000000002,hard,25
1.0,1.316,hard,25
1.0,0.882000000002,hard,25
1.0,0.595000000002,hard,25
1.0,0.453000000002,hard,25
1.0,1.258,hard,25
1.0,1.066,hard,25
1.0,0.790000000002,hard,25
1.0,3.038,hard,25
1.0,3.006,hard,25
1.0,1.197,hard,25
1.0,0.739000000002,hard,25
0.0,1.055,hard,25
1.0,1.845,easy,26
1.0,1.606,easy,26
1.0,0.731000000002,easy,26
0.0,2.069,easy,26
1.0,0.698000000002,easy,26
1.0,0.687000000002,easy,26
1.0,1.142,easy,26
0.0,1.069,easy,26
0.0,0.557999999998,easy,26
1.0,3.259,easy,26
0.0,1.225,easy,26
1.0,0.517000000002,easy,26
1.0,0.763000000002,easy,26
0.0,0.652999999998,easy,26
1.0,0.582000000002,easy,26
1.0,1.152,hard,26
1.0,1.611,hard,26
1.0,1.293,hard,26
1.0,1.525,hard,26
1.0,1.141,hard,26
1.0,0.801000000002,hard,26
1.0,1.483,hard,26
1.0,0.521000000002,hard,26
1.0,0.755000000002,hard,26
1.0,0.979000000002,hard,26
0.0,1.055,hard,26
1.0,1.285,hard,26
1.0,0.706000000002,hard,26
1.0,2.032,hard,26
1.0,0.722000000002,hard,26
1.0,0.615000000002,easy,27
1.0,0.877000000002,easy,27
0.0,1.754,easy,27
1.0,0.453000000002,easy,27
1.0,2.256,easy,27
1.0,0.985000000002,easy,27
1.0,2.245,easy,27
0.0,0.594999999998,easy,27
1.0,0.822000000002,easy,27
1.0,1.048,easy,27
0.0,1.381,easy,27
1.0,2.367,easy,27
1.0,0.924000000002,easy,27
1.0,0.644000000002,easy,27
1.0,2.323,easy,27
1.0,0.650000000002,hard,27
1.0,1.699,hard,27
1.0,0.467000000002,hard,27
1.0,0.686000000002,hard,27
1.0,0.763000000002,hard,27
1.0,0.489000000002,hard,27
1.0,1.228,hard,27
1.0,0.745000000002,hard,27
1.0,1.297,hard,27
1.0,1.272,hard,27
1.0,1.494,hard,27
1.0,0.777000000002,hard,27
1.0,0.438000000002,hard,27
0.0,0.654999999998,hard,27
1.0,0.429000000002,hard,27
1.0,1.95,easy,28
1.0,1.184,easy,28
1.0,1.477,easy,28
0.0,2.345,easy,28
0.0,0.949999999998,easy,28
0.0,0.546999999998,easy,28
1.0,1.764,easy,28
0.0,0.748999999998,easy,28
1.0,1.09,easy,28
0.0,1.393,easy,28
0.0,1.069,easy,28
1.0,0.696000000002,easy,28
1.0,1.422,easy,28
1.0,0.451000000002,easy,28
0.0,1.751,easy,28
1.0,0.474000000002,hard,28
1.0,0.874000000002,hard,28
0.0,2.442,hard,28
1.0,0.643000000002,hard,28
1.0,1.424,hard,28
1.0,1.283,hard,28
1.0,1.71,hard,28
1.0,1.465,hard,28
1.0,1.076,hard,28
1.0,0.907000000002,hard,28
1.0,1.567,hard,28
1.0,3.206,hard,28
1.0,0.709000000002,hard,28
1.0,1.061,hard,28
1.0,0.847000000002,hard,28
0.0,1.307,easy,29
1.0,0.468000000002,easy,29
1.0,1.205,easy,29
1.0,0.589000000002,easy,29
1.0,0.689000000002,easy,29
1.0,1.582,easy,29
1.0,0.620000000002,easy,29
1.0,2.019,easy,29
0.0,1.864,easy,29
1.0,2.421,easy,29
0.0,0.967999999998,easy,29
1.0,0.669000000002,easy,29
1.0,0.950000000002,easy,29
0.0,0.547999999998,easy,29
0.0,0.379999999998,easy,29
1.0,0.683000000002,hard,29
1.0,0.659000000002,hard,29
1.0,1.115,hard,29
1.0,1.834,hard,29
0.0,1.407,hard,29
1.0,0.762000000002,hard,29
1.0,1.978,hard,29
1.0,0.829000000002,hard,29
1.0,0.882000000002,hard,29
1.0,0.784000000002,hard,29
1.0,0.894000000002,hard,29
1.0,0.991000000002,hard,29
0.0,0.443999999998,hard,29
1.0,1.644,hard,29
1.0,0.655000000002,hard,29
1.0,0.779000000002,easy,30
1.0,0.824000000002,easy,30
1.0,1.277,easy,30
0.0,1.124,easy,30
1.0,0.660000000002,easy,30
0.0,1.234,easy,30
0.0,2.407,easy,30
1.0,1.271,easy,30
0.0,0.733999999998,easy,30
1.0,2.299,easy,30
0.0,2.073,easy,30
0.0,1.274,easy,30
1.0,2.958,easy,30
1.0,3.011,easy,30
1.0,0.565000000002,easy,30
1.0,0.764000000002,hard,30
1.0,1.13,hard,30
1.0,1.07,hard,30
1.0,0.539000000002,hard,30
1.0,0.598000000002,hard,30
0.0,0.519999999998,hard,30
1.0,0.584000000002,hard,30
0.0,2.743,hard,30
1.0,2.139,hard,30
1.0,0.736000000002,hard,30
1.0,1.31,hard,30
1.0,0.601000000002,hard,30
1.0,1.038,hard,30
0.0,0.789999999998,hard,30
1.0,1.876,hard,30
1.0,0.755000000002,easy,31
1.0,0.619000000002,easy,31
1.0,0.790000000002,easy,31
1.0,1.479,easy,31
1.0,5.281,easy,31
0.0,0.461999999998,easy,31
0.0,0.484999999998,easy,31
1.0,1.212,easy,31
1.0,0.880000000002,easy,31
1.0,0.877000000002,easy,31
1.0,0.935000000002,easy,31
0.0,0.606999999998,easy,31
1.0,0.991000000002,easy,31
0.0,2.033,easy,31
0.0,0.845999999998,easy,31
1.0,0.903000000002,hard,31
0.0,1.399,hard,31
1.0,1.178,hard,31
1.0,0.917000000002,hard,31
1.0,0.439000000002,hard,31
1.0,0.927000000002,hard,31
1.0,0.947000000002,hard,31
1.0,0.873000000002,hard,31
1.0,0.501000000002,hard,31
