subj_idx,stim,rt,response,theta,dbs,conf
0,WL,1.52,1.0,-0.32740054520799999,0,LC
0,WW,2.1000000000000001,0.0,0.377178723386,0,HC
0,LL,1.55,0.0,-1.2057262900200001,0,HC
0,LL,1.9199999999999999,0.0,-1.4349010899400001,0,HC
0,WL,1.3500000000000001,0.0,-1.1257815923700001,0,LC
0,WL,1.77,1.0,-0.62799260836000004,0,LC
0,WW,0.79600000000000004,1.0,-0.26557664569400002,0,HC
0,LL,1.23,0.0,-0.090764240172899996,0,HC
0,WW,2.6000000000000001,1.0,0.78223185812999996,0,HC
0,WL,1.55,0.0,0.43580483499400002,0,LC
0,WL,2.1299999999999999,1.0,1.9174465647200001,0,LC
0,LL,1.1599999999999999,0.0,1.2032739323999999,0,HC
0,WL,2.0,0.0,-2.4901710988799999,0,LC
0,WW,1.5,1.0,-0.33592797962299997,0,HC
1,WL,1.51,1.0,0.51853962820800004,1,LC
1,WL,0.67000000000000004,1.0,-0.054398951212600001,1,LC
1,WW,2.0899999999999999,0.0,-0.29939288921399998,1,HC
1,LL,2.1200000000000001,1.0,-0.30132197533999999,1,HC
1,WL,0.72199999999999998,1.0,-0.69987116897099999,1,LC
1,WL,0.93100000000000005,1.0,-0.92441679403699994,1,LC
1,LL,2.3700000000000001,1.0,-0.63408933207399998,1,HC
1,WL,1.3600000000000001,1.0,1.48115360508,1,LC
1,WL,1.5600000000000001,1.0,0.37578725488499998,1,LC
1,LL,1.1899999999999999,1.0,-0.71896912161799997,1,HC
1,WW,1.3,0.0,-1.1327580956400001,1,HC
1,WL,1.6899999999999999,1.0,-1.4259791868,1,LC
1,WW,0.92500000000000004,1.0,0.709519154682,1,HC
1,WL,1.8500000000000001,1.0,-1.71920027795,1,LC
1,LL,1.49,1.0,-0.21065492741799999,1,HC
1,WL,0.75700000000000001,1.0,1.46186274382,1,LC
1,WW,1.3799999999999999,1.0,3.1787493959600002,1,HC
1,LL,0.81799999999999995,0.0,2.34924236178,1,HC
1,WL,0.84599999999999997,1.0,0.165516867151,1,LC
1,WW,2.2200000000000002,1.0,0.22724762318300001,1,HC
1,WL,2.4700000000000002,1.0,-0.67016324263100002,1,LC
1,LL,2.0499999999999998,0.0,-1.0035093252,1,HC
1,WL,1.3,1.0,-0.39584719551399999,1,LC
1,WL,1.49,1.0,-0.89162232989500001,1,LC
1,LL,2.3900000000000001,1.0,-0.60766085214800003,1,HC
1,WW,1.3400000000000001,1.0,-0.46510138743700002,1,HC
1,WW,0.80400000000000005,1.0,-0.81445888485499995,1,HC
1,LL,3.3100000000000001,1.0,-1.45877365094,1,HC
1,WL,0.82599999999999996,1.0,-0.86268603800499999,1,LC
1,WL,2.7400000000000002,1.0,-0.614991379427,1,LC
1,WW,0.61099999999999999,0.0,-0.29939288921399998,1,HC
1,WL,0.64100000000000001,1.0,0.090282508237100004,1,LC
1,WL,0.67600000000000005,1.0,-0.43249983190800001,1,LC
1,LL,3.0099999999999998,1.0,0.37578725488499998,1,HC
1,LL,0.88300000000000001,1.0,-0.064044381842600001,1,HC
1,WW,3.1099999999999999,0.0,-0.54033574635100001,1,HC
1,WL,1.6200000000000001,1.0,-0.087193415354599998,1,LC
1,WL,0.97599999999999998,1.0,-0.74288978958100005,1,LC
1,WL,1.3600000000000001,1.0,-0.33218735335600003,1,LC
1,WW,2.2799999999999998,0.0,-0.33411643948199998,1,HC
1,LL,1.3999999999999999,1.0,1.96342513658,1,HC
1,WL,1.03,1.0,-0.72263438525799994,1,LC
1,WW,0.90800000000000003,0.0,0.62271027901200005,1,HC
1,LL,1.25,1.0,0.57641221198799997,1,HC
1,WL,0.70899999999999996,0.0,-0.148924171386,1,LC
1,WL,0.66100000000000003,1.0,0.086424335985100006,1,LC
1,WL,0.99199999999999999,1.0,0.709519154682,1,LC
1,LL,1.46,1.0,-1.41054649779,1,HC
1,WW,0.92000000000000004,1.0,0.030480838331200001,1,HC
1,WL,1.6899999999999999,0.0,1.8476799690200001,1,LC
1,WL,0.90100000000000002,1.0,-0.28203111407999998,1,LC
1,WW,1.46,1.0,0.70373189630400002,1,HC
1,WL,1.6899999999999999,1.0,0.81368980548600001,1,LC
1,LL,1.77,1.0,0.302481982097,1,HC
1,LL,2.1499999999999999,1.0,1.5776079113799999,1,HC
1,WW,0.65600000000000003,1.0,-0.054398951212600001,1,HC
1,WL,0.86499999999999999,1.0,-0.39063866297400002,1,LC
1,WL,1.74,0.0,0.31405649885300002,1,LC
1,WL,1.52,1.0,-0.50985618556000001,1,LC
1,LL,2.6899999999999999,1.0,-0.73806707426600004,1,HC
1,WL,1.4199999999999999,1.0,-0.63158152011099999,1,LC
1,WL,2.1200000000000001,1.0,-0.033179003826699999,1,LC
1,WL,3.0299999999999998,1.0,-1.1231126650100001,1,LC
1,WW,2.5899999999999999,1.0,-0.19329315228400001,1,HC
1,LL,1.1200000000000001,1.0,-0.39604010412700003,1,HC
1,WL,1.45,1.0,0.207956761923,1,LC
1,WL,1.1499999999999999,1.0,-0.59531470094200001,1,LC
1,LL,1.7,1.0,-0.14120782688200001,1,HC
1,WW,1.3200000000000001,1.0,0.109573369497,1,HC
1,WL,1.1299999999999999,0.0,0.49346150856999998,1,LC
1,LL,0.871,1.0,-0.76623173170500003,1,HC
1,WW,1.6399999999999999,1.0,-0.040895348330599997,1,HC
1,WL,1.26,1.0,0.61113576225599997,1,LC
1,LL,1.1100000000000001,1.0,-0.63756168710100003,1,HC
1,WL,0.81000000000000005,1.0,0.165516867151,1,LC
1,WL,1.52,1.0,-0.077547984724600005,1,LC
1,WL,0.76900000000000002,1.0,2.4649875293400001,1,LC
1,WW,1.4099999999999999,1.0,0.30055289597099999,1,HC
1,LL,2.1200000000000001,1.0,-0.199080410662,1,HC
1,WL,1.04,1.0,-1.46263182319,1,LC
1,LL,0.86699999999999999,1.0,2.4842783906000001,1,HC
1,WW,1.8600000000000001,1.0,1.01045659034,1,HC
1,WL,2.7999999999999998,1.0,0.71530641305999998,1,LC
1,LL,1.2,1.0,-1.44912822031,1,HC
1,WW,3.21,0.0,-0.60746794353599998,1,HC
1,WL,0.95299999999999996,1.0,-0.0563280373386,1,LC
1,WL,1.72,1.0,0.242680312191,1,LC
1,WL,1.22,1.0,-1.77707286173,1,LC
1,WL,1.29,1.0,-1.34109939725,1,LC
1,LL,2.1499999999999999,1.0,-0.73112236421200005,1,HC
1,WW,0.63300000000000001,0.0,0.41436897740400003,1,HC
1,WW,1.3,1.0,-0.63447514930000004,1,HC
1,WL,1.4199999999999999,1.0,0.084495249859099994,1,LC
1,WL,0.97499999999999998,1.0,-0.50426183579499995,1,LC
1,LL,2.6699999999999999,0.0,0.0054027186932700004,1,HC
1,WW,1.8400000000000001,1.0,-0.293605630836,1,HC
1,WL,1.6799999999999999,1.0,0.19638224516700001,1,LC
1,LL,2.3399999999999999,1.0,-0.70257188954700001,1,HC
1,LL,1.3300000000000001,0.0,-0.42748420797999998,1,HC
1,WL,1.9199999999999999,1.0,-0.174002291024,1,LC
1,WL,1.23,1.0,-1.0247292725899999,1,LC
1,WW,1.28,1.0,1.78980738524,1,HC
1,WL,3.02,0.0,2.7736413094999999,1,LC
1,WW,1.5,1.0,-0.14120782688200001,1,HC
1,LL,1.98,0.0,-0.710095325439,1,HC
1,WL,2.0600000000000001,1.0,0.66322108765800003,1,LC
1,WL,0.65700000000000003,1.0,-0.15664051589,1,LC
1,WL,1.23,1.0,0.26968751795500001,1,LC
1,LL,1.5,0.0,1.40399016004,1,HC
1,WL,1.29,1.0,-0.468766651077,1,LC
1,WW,0.65400000000000003,0.0,-0.77201899008300001,1,HC
1,WL,0.65700000000000003,1.0,-1.7558529143399999,1,LC
1,LL,1.1799999999999999,0.0,1.6354804951599999,1,HC
1,WW,0.626,0.0,1.38469929878,1,HC
1,LL,1.29,0.0,0.0073318048192699999,1,HC
1,WL,0.71299999999999997,1.0,-0.054398951212600001,1,LC
1,WL,0.95599999999999996,1.0,0.211814934175,1,LC
1,WW,2.0299999999999998,0.0,-0.247307563812,1,HC
1,WL,2.4300000000000002,1.0,-0.14120782688200001,1,LC
1,LL,1.1599999999999999,0.0,2.5228601131200001,1,HC
1,WL,2.0,0.0,-0.51776543867699998,1,LC
1,LL,1.0800000000000001,1.0,0.207956761923,1,HC
1,WL,2.46,1.0,-1.10767997601,1,LC
1,WL,1.3799999999999999,1.0,0.51468145595600001,1,LC
1,WW,1.77,0.0,-0.083335243102600001,1,HC
1,WL,1.3500000000000001,1.0,0.829122494494,1,LC
1,WW,1.0700000000000001,0.0,-2.00084685234,1,HC
1,LL,0.89200000000000002,1.0,1.0027402458300001,1,HC
1,WL,0.74099999999999999,1.0,-0.17207320489799999,1,LC
1,LL,1.23,1.0,-0.20486766904000001,1,HC
1,WL,1.0600000000000001,1.0,-0.72957909531099996,1,LC
1,WW,0.51300000000000001,0.0,-1.1346871817699999,1,HC
1,WL,0.96099999999999997,1.0,-0.36883998974999999,1,LC
1,WW,1.6100000000000001,0.0,0.097998852741099998,1,HC
1,LL,0.73899999999999999,1.0,-1.57837699075,1,HC
1,WL,2.1299999999999999,1.0,0.260042087325,1,LC
1,WW,0.70799999999999996,1.0,1.0355347099800001,1,HC
1,WL,1.3,0.0,1.7126439402,1,LC
1,WL,1.27,1.0,0.56869586748400003,1,LC
1,LL,1.4299999999999999,0.0,1.8669708302800001,1,HC
1,WL,1.4099999999999999,1.0,-0.74462596709399997,1,LC
1,WW,0.71499999999999997,1.0,0.83105158061999995,1,HC
1,WL,1.49,1.0,3.7188935112400001,1,LC
1,WL,0.505,1.0,-0.39681173857699997,1,LC
1,LL,1.71,1.0,-0.61190484162600001,1,HC
1,WW,1.4399999999999999,1.0,-0.65723836558600002,1,HC
1,WL,0.89800000000000002,1.0,-0.25888208056799999,1,LC
1,WL,0.92100000000000004,1.0,0.37192908263300001,1,LC
1,LL,1.0,1.0,-0.62984534259699998,1,HC
1,WW,1.1499999999999999,1.0,-0.13734965463000001,1,HC
1,WL,1.3899999999999999,1.0,-0.87040238250900004,1,LC
1,WW,2.21,0.0,-0.31575123935299998,0,HC
1,LL,2.4300000000000002,1.0,-0.0027076319950500001,0,HC
1,WL,2.4100000000000001,1.0,-0.0831424477745,0,LC
1,WL,1.3999999999999999,1.0,-0.934447146673,0,LC
1,WL,1.21,1.0,-0.884447126054,0,LC
1,WL,1.1100000000000001,1.0,-0.88822973630900004,0,LC
1,WW,0.98899999999999999,0.0,-0.53966437517200005,0,HC
1,WL,0.624,1.0,0.62990132454100001,0,LC
