,subj_idx,response,split_by,rt,trial,feedback,samp
80,0,1.0,0,2.3874096870422363,81,1.0,1
81,0,1.0,0,2.599407196044922,82,1.0,1
82,0,1.0,0,4.1014251708984375,83,1.0,1
83,0,1.0,0,3.0974223613739014,84,1.0,1
84,0,1.0,0,2.9324145317077637,85,1.0,1
85,0,1.0,0,3.732451915740967,86,1.0,1
86,0,1.0,0,2.8624114990234375,87,0.0,1
87,0,1.0,0,5.154349327087402,88,1.0,1
88,0,1.0,0,2.79740834236145,89,1.0,1
89,0,1.0,0,3.6304473876953125,90,1.0,1
90,0,1.0,0,2.974416732788086,91,1.0,1
91,0,1.0,0,3.3434338569641113,92,1.0,1
92,0,1.0,0,2.756406307220459,93,1.0,1
93,0,1.0,0,2.99641752243042,94,1.0,1
94,0,1.0,0,3.2124276161193848,95,0.0,1
95,0,0.0,0,4.00643253326416,96,0.0,1
96,0,0.0,0,3.8294451236724854,97,0.0,1
97,0,1.0,0,5.12235164642334,98,1.0,1
98,0,0.0,0,2.2374117374420166,99,0.0,1
99,0,1.0,0,2.787407875061035,100,1.0,1
100,0,1.0,0,3.273430585861206,101,1.0,1
101,0,1.0,0,3.8284451961517334,102,1.0,1
102,0,1.0,0,2.311410903930664,103,1.0,1
103,0,1.0,0,3.534442901611328,104,1.0,1
104,0,1.0,0,2.4774086475372314,105,1.0,1
105,0,1.0,0,2.9214141368865967,106,0.0,1
106,0,1.0,0,2.209412097930908,107,1.0,1
107,0,1.0,0,2.3854098320007324,108,0.0,1
108,0,0.0,0,2.7054057121276855,109,0.0,1
109,0,1.0,0,4.964363098144531,110,1.0,1
110,0,1.0,0,3.480440139770508,111,1.0,1
111,0,1.0,0,3.9974329471588135,112,1.0,1
112,0,1.0,0,2.457408905029297,113,1.0,1
113,0,1.0,0,3.1854264736175537,114,1.0,1
114,0,1.0,0,4.623387336730957,115,0.0,1
115,0,0.0,0,4.330409049987793,116,1.0,1
116,0,1.0,0,4.282412528991699,117,1.0,1
117,0,1.0,0,2.6114068031311035,118,0.0,1
118,0,0.0,0,3.7574503421783447,119,0.0,1
119,0,1.0,0,4.530394554138184,120,1.0,1
120,0,1.0,0,2.2934110164642334,121,0.0,1
121,0,1.0,0,5.410330772399902,122,1.0,1
122,0,1.0,0,3.5884451866149902,123,0.0,1
123,0,1.0,0,4.765377044677734,124,1.0,1
124,0,1.0,0,5.259341239929199,125,1.0,1
125,0,1.0,0,3.0714211463928223,126,1.0,1
126,0,1.0,0,5.75730562210083,127,1.0,1
127,0,1.0,0,2.633406639099121,128,1.0,1
128,0,1.0,0,3.748450994491577,129,1.0,1
129,0,1.0,0,2.8214094638824463,130,0.0,1
130,0,0.0,0,3.519442081451416,131,0.0,1
131,0,0.0,0,3.1784262657165527,132,0.0,1
132,0,1.0,0,4.622387886047363,133,1.0,1
133,0,1.0,0,2.9234142303466797,134,0.0,1
134,0,1.0,0,5.625314712524414,135,1.0,1
135,0,1.0,0,4.090426445007324,136,0.0,1
136,0,0.0,0,3.512441635131836,137,0.0,1
137,0,1.0,0,4.594389915466309,138,1.0,1
138,0,1.0,0,4.208417892456055,139,1.0,1
139,0,1.0,0,2.454408884048462,140,1.0,1
140,0,1.0,0,3.3514342308044434,141,1.0,1
141,0,1.0,0,2.494408369064331,142,1.0,1
142,0,1.0,0,3.509441614151001,143,1.0,1
143,0,1.0,0,2.5724074840545654,144,1.0,1
144,0,1.0,0,2.96341609954834,145,1.0,1
145,0,1.0,0,3.4024367332458496,146,1.0,1
146,0,1.0,0,3.0814216136932373,147,1.0,1
147,0,1.0,0,2.72540545463562,148,1.0,1
148,0,1.0,0,3.6944503784179688,149,1.0,1
149,0,1.0,0,2.632406711578369,150,1.0,1
150,0,1.0,0,2.360410213470459,151,1.0,1
151,0,1.0,0,2.2554116249084473,152,1.0,1
152,0,1.0,0,2.744405746459961,153,1.0,1
153,0,1.0,0,2.8714118003845215,154,1.0,1
154,0,1.0,0,2.761406660079956,155,1.0,1
155,0,1.0,0,2.550407648086548,156,1.0,1
156,0,1.0,0,2.3754100799560547,157,1.0,1
157,0,1.0,0,3.3104324340820312,158,1.0,1
158,0,1.0,0,2.8484106063842773,159,1.0,1
159,0,1.0,0,2.4734086990356445,160,1.0,1
160,0,1.0,0,2.585407257080078,161,1.0,1
161,0,1.0,0,2.5924072265625,162,1.0,1
162,0,1.0,0,2.496408462524414,163,1.0,1
163,0,1.0,0,2.6164069175720215,164,1.0,1
164,0,1.0,0,3.1234235763549805,165,1.0,1
165,0,1.0,0,2.772407054901123,166,1.0,1
166,0,1.0,0,2.8834123611450195,167,1.0,1
167,0,1.0,0,2.1004135608673096,168,1.0,1
168,0,1.0,0,3.3594346046447754,169,1.0,1
169,0,1.0,0,2.9354147911071777,170,0.0,1
170,0,1.0,0,3.1004223823547363,171,0.0,1
171,0,0.0,0,4.017431259155273,172,0.0,1
172,0,1.0,0,3.960435628890991,173,1.0,1
173,0,1.0,0,4.689382553100586,174,1.0,1
174,0,1.0,0,2.8594112396240234,175,1.0,1
175,0,1.0,0,2.3904097080230713,176,0.0,1
176,0,1.0,0,3.521442174911499,177,1.0,1
177,0,1.0,0,4.044429779052734,178,0.0,1
178,0,0.0,0,2.998417854309082,179,0.0,1
179,0,1.0,0,2.967416286468506,180,1.0,1
180,0,1.0,0,3.1324238777160645,181,0.0,1
181,0,1.0,0,2.415409564971924,182,1.0,1
182,0,1.0,0,2.597407102584839,183,0.0,1
183,0,1.0,0,3.489440679550171,184,1.0,1
184,0,0.0,0,2.631406784057617,185,0.0,1
185,0,1.0,0,2.8294098377227783,186,1.0,1
186,0,1.0,0,3.4204373359680176,187,0.0,1
187,0,1.0,0,4.651385307312012,188,1.0,1
188,0,1.0,0,2.169412612915039,189,1.0,1
189,0,1.0,0,2.2834110260009766,190,1.0,1
190,0,1.0,0,2.6674060821533203,191,0.0,1
191,0,0.0,0,2.3754100799560547,192,0.0,1
192,0,1.0,0,3.541443109512329,193,1.0,1
193,0,1.0,0,3.6804494857788086,194,1.0,1
194,0,1.0,0,2.98341703414917,195,1.0,1
195,0,1.0,0,2.259411334991455,196,0.0,1
196,0,1.0,0,3.4474387168884277,197,0.0,1
197,0,0.0,0,5.060356140136719,198,0.0,1
198,0,0.0,0,3.6044459342956543,199,0.0,1
199,0,0.0,0,3.813446283340454,200,0.0,1
200,0,1.0,0,2.5144081115722656,201,1.0,1
201,0,1.0,0,2.5644075870513916,202,1.0,1
202,0,1.0,0,2.957415819168091,203,1.0,1
203,0,1.0,0,2.763406753540039,204,1.0,1
204,0,1.0,0,2.8864126205444336,205,0.0,1
205,0,1.0,0,4.862370491027832,206,1.0,1
206,0,1.0,0,2.39540958404541,207,1.0,1
207,0,1.0,0,4.181419372558594,208,1.0,1
208,0,1.0,0,2.1994121074676514,209,0.0,1
209,0,1.0,0,4.158421516418457,210,1.0,1
210,0,1.0,0,3.771449327468872,211,1.0,1
211,0,1.0,0,3.1274237632751465,212,1.0,1
212,0,1.0,0,2.6134068965911865,213,0.0,1
213,0,1.0,0,2.749406099319458,214,1.0,1
214,0,1.0,0,3.4264378547668457,215,1.0,1
215,0,1.0,0,2.356410264968872,216,1.0,1
216,0,1.0,0,2.5114083290100098,217,1.0,1
217,0,1.0,0,2.727405548095703,218,1.0,1
218,0,1.0,0,3.3224329948425293,219,1.0,1
219,0,0.0,0,3.046420097351074,220,0.0,1
220,0,1.0,0,2.579407215118408,221,1.0,1
221,0,1.0,0,2.2014122009277344,222,1.0,1
222,0,1.0,0,2.6964058876037598,223,0.0,1
223,0,1.0,0,3.922438383102417,224,0.0,1
224,0,0.0,0,2.642406463623047,225,1.0,1
225,0,0.0,0,3.8654425144195557,226,0.0,1
226,0,0.0,0,3.9384372234344482,227,0.0,1
227,0,1.0,0,3.6464481353759766,228,1.0,1
228,0,1.0,0,2.739405632019043,229,0.0,1
229,0,0.0,0,3.235428810119629,230,0.0,1
230,0,0.0,0,5.427329063415527,231,0.0,1
231,0,1.0,0,2.743405818939209,232,1.0,1
232,0,1.0,0,4.800374984741211,233,1.0,1
233,0,1.0,0,3.1394243240356445,234,1.0,1
234,0,1.0,0,2.772407054901123,235,0.0,1
235,0,1.0,0,6.371261119842529,236,1.0,1
236,0,1.0,0,5.57731819152832,237,1.0,1
237,0,1.0,0,2.801408529281616,238,1.0,1
238,0,1.0,0,3.545443296432495,239,0.0,1
239,0,1.0,0,2.2064120769500732,240,0.0,1
240,0,1.0,0,3.714451313018799,241,1.0,1
241,0,1.0,0,3.6844496726989746,242,1.0,1
242,0,1.0,0,2.8314099311828613,243,1.0,1
243,0,1.0,0,3.6484479904174805,244,1.0,1
244,0,1.0,0,3.5734446048736572,245,1.0,1
245,0,1.0,0,2.5744073390960693,246,0.0,1
246,0,0.0,0,3.3844356536865234,247,0.0,1
247,0,1.0,0,3.7644498348236084,248,1.0,1
248,0,1.0,0,2.726405382156372,249,1.0,1
249,0,1.0,0,2.8414103984832764,250,1.0,1
250,0,1.0,0,2.771407127380371,251,1.0,1
251,0,1.0,0,2.734405517578125,252,0.0,1
252,0,1.0,0,4.00643253326416,253,1.0,1
253,0,1.0,0,2.4744086265563965,254,0.0,1
254,0,1.0,0,3.4114370346069336,255,1.0,1
255,0,1.0,0,3.1134231090545654,256,1.0,1
256,0,1.0,0,2.353410243988037,257,1.0,1
257,0,1.0,0,2.3834099769592285,258,0.0,1
258,0,1.0,0,3.0634207725524902,259,0.0,1
259,0,0.0,0,6.038285255432129,260,1.0,1
260,0,1.0,0,3.3964362144470215,261,1.0,1
261,0,0.0,0,3.8254454135894775,262,0.0,1
262,0,1.0,0,3.925438165664673,263,1.0,1
263,0,1.0,0,2.8954129219055176,264,1.0,1
264,0,1.0,0,3.283431053161621,265,1.0,1
265,0,1.0,0,2.8594112396240234,266,1.0,1
266,0,1.0,0,2.5124082565307617,267,1.0,1
267,0,1.0,0,3.4154372215270996,268,1.0,1
268,0,1.0,0,2.8364100456237793,269,1.0,1
269,0,0.0,0,3.497441053390503,270,0.0,1
270,0,1.0,0,2.398409605026245,271,1.0,1
271,0,1.0,0,3.064420700073242,272,1.0,1
272,0,1.0,0,3.6194467544555664,273,1.0,1
273,0,1.0,0,4.386404991149902,274,1.0,1
274,0,1.0,0,2.0034146308898926,275,0.0,1
275,0,0.0,0,3.000417709350586,276,0.0,1
276,0,1.0,0,3.8104465007781982,277,1.0,1
277,0,1.0,0,3.1754260063171387,278,1.0,1
278,0,1.0,0,2.727405548095703,279,1.0,1
279,0,1.0,0,2.2454116344451904,280,1.0,1
280,0,1.0,0,3.6474480628967285,281,1.0,1
281,0,1.0,0,2.549407720565796,282,1.0,1
282,0,1.0,0,3.5624442100524902,283,1.0,1
283,0,1.0,0,2.4294092655181885,284,0.0,1
284,0,1.0,0,2.220412015914917,285,1.0,1
285,0,1.0,0,4.402403831481934,286,1.0,1
286,0,1.0,0,2.7084057331085205,287,1.0,1
287,0,1.0,0,3.1234235763549805,288,1.0,1
288,0,1.0,0,2.2954111099243164,289,1.0,1
289,0,1.0,0,2.4204094409942627,290,1.0,1
290,0,1.0,0,4.896368026733398,291,1.0,1
291,0,1.0,0,2.99041748046875,292,0.0,1
292,0,1.0,0,3.1404242515563965,293,1.0,1
293,0,1.0,0,3.033419370651245,294,0.0,1
294,0,1.0,0,3.925438165664673,295,0.0,1
295,0,0.0,0,4.838372230529785,296,0.0,1
296,0,0.0,0,2.8024086952209473,297,0.0,1
297,0,0.0,0,5.797302722930908,298,0.0,1
298,0,0.0,0,2.273411273956299,299,0.0,1
299,0,1.0,0,4.771376609802246,300,1.0,1
300,0,1.0,0,3.925438165664673,301,1.0,1
301,0,1.0,0,2.8374102115631104,302,1.0,1
302,0,1.0,0,2.1914122104644775,303,1.0,1
303,0,1.0,0,2.5724074840545654,304,1.0,1
304,0,1.0,0,2.8724117279052734,305,1.0,1
305,0,1.0,0,3.1324238777160645,306,1.0,1
306,0,1.0,0,2.5584075450897217,307,1.0,1
307,0,1.0,0,2.3014109134674072,308,1.0,1
308,0,1.0,0,3.038419723510742,309,1.0,1
309,0,1.0,0,2.582407236099243,310,1.0,1
310,0,1.0,0,3.9314377307891846,311,1.0,1
311,0,1.0,0,2.404409646987915,312,1.0,1
312,0,1.0,0,3.3954362869262695,313,1.0,1
313,0,1.0,0,3.777448892593384,314,1.0,1
314,0,1.0,0,2.808408737182617,315,1.0,1
315,0,1.0,0,2.646406412124634,316,1.0,1
316,0,1.0,0,2.762406826019287,317,1.0,1
317,0,1.0,0,2.3404104709625244,318,1.0,1
318,0,1.0,0,2.3864097595214844,319,1.0,1
319,0,1.0,0,2.5564076900482178,320,1.0,1
320,0,1.0,0,2.170412540435791,321,1.0,1
321,0,1.0,0,2.536407947540283,322,1.0,1
322,0,1.0,0,3.550443649291992,323,1.0,1
323,0,1.0,0,2.4714088439941406,324,1.0,1
324,0,1.0,0,2.646406412124634,325,1.0,1
325,0,1.0,0,3.226428508758545,326,1.0,1
326,0,1.0,0,2.75740647315979,327,1.0,1
327,0,1.0,0,3.047420024871826,328,1.0,1
328,0,1.0,0,2.5354080200195312,329,1.0,1
329,0,1.0,0,4.5323944091796875,330,1.0,1
330,0,1.0,0,2.951415538787842,331,1.0,1
331,0,1.0,0,2.7064056396484375,332,1.0,1
332,0,1.0,0,3.266430377960205,333,1.0,1
333,0,1.0,0,2.754406452178955,334,1.0,1
334,0,1.0,0,2.6204068660736084,335,1.0,1
335,0,1.0,0,2.5614075660705566,336,1.0,1
336,0,1.0,0,2.8734118938446045,337,1.0,1
337,0,1.0,0,2.8984131813049316,338,1.0,1
338,0,1.0,0,2.726405382156372,339,1.0,1
339,0,1.0,0,2.803408622741699,340,1.0,1
340,0,1.0,0,2.6714062690734863,341,1.0,1
341,0,1.0,0,2.599407196044922,342,1.0,1
342,0,1.0,0,2.8074088096618652,343,1.0,1
343,0,1.0,0,7.496179580688477,344,1.0,1
344,0,1.0,0,4.329408645629883,345,1.0,1
345,0,1.0,0,2.6724061965942383,346,1.0,1
346,0,1.0,0,2.503408432006836,347,0.0,1
347,0,0.0,0,3.0904221534729004,348,0.0,1
348,0,1.0,0,2.5134081840515137,349,1.0,1
349,0,0.0,0,4.291411399841309,350,1.0,1
350,0,1.0,0,2.3384103775024414,351,0.0,1
351,0,0.0,0,3.9324376583099365,352,0.0,1
352,0,1.0,0,4.637386322021484,353,1.0,1
353,0,1.0,0,3.749450922012329,354,1.0,1
354,0,1.0,0,4.689382553100586,355,0.0,1
355,0,0.0,0,2.504408359527588,356,0.0,1
356,0,1.0,0,4.664384841918945,357,1.0,1
357,0,0.0,0,2.8254096508026123,358,0.0,1
358,0,1.0,0,3.6664490699768066,359,1.0,1
359,0,1.0,0,2.4884085655212402,360,0.0,1
360,0,1.0,0,2.689405918121338,361,1.0,1
361,0,1.0,0,3.722451686859131,362,1.0,1
362,0,1.0,0,2.306410789489746,363,1.0,1
363,0,1.0,0,2.2984108924865723,364,1.0,1
364,0,1.0,0,2.2524116039276123,365,0.0,1
365,0,1.0,0,3.879441499710083,366,1.0,1
366,0,1.0,0,2.7004058361053467,367,1.0,1
367,0,1.0,0,3.3814356327056885,368,1.0,1
368,0,1.0,0,2.5804073810577393,369,0.0,1
369,0,0.0,0,3.0584206581115723,370,0.0,1
370,0,1.0,0,5.110352516174316,371,0.0,1
371,0,1.0,0,6.055284023284912,372,1.0,1
372,0,1.0,0,2.8594112396240234,373,1.0,1
373,0,1.0,0,2.8754119873046875,374,0.0,1
374,0,1.0,0,2.4234094619750977,375,1.0,1
375,0,1.0,0,3.251429557800293,376,1.0,1
376,0,1.0,0,4.469398498535156,377,1.0,1
377,0,1.0,0,4.277412414550781,378,1.0,1
378,0,1.0,0,2.969416379928589,379,1.0,1
379,0,1.0,0,3.008418083190918,380,1.0,1
380,0,1.0,0,2.733405351638794,381,1.0,1
381,0,1.0,0,2.4344091415405273,382,1.0,1
382,0,1.0,0,3.235428810119629,383,1.0,1
383,0,1.0,0,2.8894126415252686,384,1.0,1
384,0,1.0,0,3.3094322681427,385,1.0,1
385,0,1.0,0,2.170412540435791,386,1.0,1
386,0,1.0,0,2.5184080600738525,387,0.0,1
387,0,1.0,0,3.215427875518799,388,1.0,1
388,0,1.0,0,3.239428997039795,389,1.0,1
389,0,1.0,0,2.9124135971069336,390,1.0,1
390,0,1.0,0,3.3834357261657715,391,1.0,1
391,0,1.0,0,2.6114068031311035,392,1.0,1
392,0,1.0,0,2.39540958404541,393,0.0,1
393,0,1.0,0,4.029430389404297,394,1.0,1
394,0,1.0,0,2.402409553527832,395,0.0,1
395,0,1.0,0,5.28533935546875,396,1.0,1
396,0,1.0,0,2.6674060821533203,397,0.0,1
397,0,1.0,0,4.423401832580566,398,1.0,1
398,0,1.0,0,2.7944083213806152,399,1.0,1
399,0,1.0,0,2.728405475616455,400,0.0,1
400,0,1.0,0,2.985417127609253,401,1.0,1
401,0,1.0,0,3.0974223613739014,402,1.0,1
402,0,1.0,0,4.520395278930664,403,1.0,1
403,0,1.0,0,2.318410634994507,404,1.0,1
404,0,1.0,0,2.441409111022949,405,1.0,1
405,0,1.0,0,2.5154080390930176,406,1.0,1
406,0,1.0,0,2.8444104194641113,407,1.0,1
407,0,1.0,0,3.1534249782562256,408,1.0,1
408,0,1.0,0,2.8704118728637695,409,1.0,1
409,0,1.0,0,2.9234142303466797,410,1.0,1
410,0,1.0,0,2.6164069175720215,411,1.0,1
411,0,1.0,0,3.1504249572753906,412,1.0,1
412,0,1.0,0,2.2844111919403076,413,1.0,1
413,0,1.0,0,2.6094069480895996,414,1.0,1
414,0,1.0,0,2.8344101905822754,415,1.0,1
415,0,1.0,0,2.5774073600769043,416,0.0,1
416,0,1.0,0,4.217416763305664,417,1.0,1
417,0,1.0,0,2.5294079780578613,418,1.0,1
418,0,1.0,0,3.24942946434021,419,1.0,1
419,0,1.0,0,3.3444337844848633,420,1.0,1
420,0,1.0,0,3.518442153930664,421,1.0,1
421,0,1.0,0,3.1374242305755615,422,1.0,1
422,0,1.0,0,1.9884148836135864,423,0.0,1
423,0,1.0,0,3.497441053390503,424,0.0,1
424,0,1.0,0,3.1284236907958984,425,1.0,1
425,0,1.0,0,2.6984057426452637,426,0.0,1
426,0,1.0,0,2.589407205581665,427,1.0,1
427,0,1.0,0,3.6344475746154785,428,1.0,1
428,0,1.0,0,2.6644062995910645,429,1.0,1
429,0,1.0,0,3.238429069519043,430,1.0,1
430,0,1.0,0,2.744405746459961,431,1.0,1
431,0,1.0,0,2.955415725708008,432,1.0,1
432,0,1.0,0,2.6644062995910645,433,0.0,1
433,0,1.0,0,3.6384477615356445,434,1.0,1
434,0,1.0,0,2.8424105644226074,435,1.0,1
435,0,1.0,0,3.796447515487671,436,1.0,1
436,0,1.0,0,3.9744346141815186,437,1.0,1
437,0,1.0,0,2.739405632019043,438,1.0,1
438,0,1.0,0,3.544443130493164,439,1.0,1
439,0,1.0,0,2.980416774749756,440,1.0,1
440,0,1.0,0,2.72540545463562,441,1.0,1
441,0,1.0,0,2.998417854309082,442,1.0,1
442,0,1.0,0,2.8554110527038574,443,1.0,1
443,0,1.0,0,2.8774120807647705,444,1.0,1
444,0,1.0,0,2.9094135761260986,445,1.0,1
445,0,1.0,0,2.218411922454834,446,1.0,1
446,0,1.0,0,3.0754213333129883,447,1.0,1
447,0,1.0,0,2.766407012939453,448,1.0,1
448,0,1.0,0,3.248429298400879,449,1.0,1
449,0,1.0,0,2.9194140434265137,450,1.0,1
450,0,1.0,0,2.5714073181152344,451,1.0,1
451,0,1.0,0,2.695405960083008,452,1.0,1
452,0,1.0,0,2.26841139793396,453,1.0,1
453,0,1.0,0,3.005418062210083,454,0.0,1
454,0,1.0,0,3.9114391803741455,455,0.0,1
455,0,0.0,0,2.443408966064453,456,0.0,1
456,0,0.0,0,6.207273006439209,457,0.0,1
457,0,1.0,0,5.8772969245910645,458,1.0,1
458,0,1.0,0,4.060428619384766,459,1.0,1
459,0,1.0,0,4.0624284744262695,460,1.0,1
460,0,1.0,0,2.8064088821411133,461,1.0,1
461,0,1.0,0,2.4144093990325928,462,0.0,1
462,0,1.0,0,2.4804086685180664,463,1.0,1
463,0,1.0,0,2.97641658782959,464,1.0,1
464,0,1.0,0,2.492408514022827,465,1.0,1
465,0,1.0,0,3.9814341068267822,466,1.0,1
466,0,1.0,0,3.8444440364837646,467,1.0,1
467,0,1.0,0,2.79740834236145,468,1.0,1
468,0,1.0,0,2.5264079570770264,469,1.0,1
469,0,1.0,0,2.954415798187256,470,1.0,1
470,0,1.0,0,2.5144081115722656,471,1.0,1
471,0,1.0,0,3.1114230155944824,472,0.0,1
472,0,1.0,0,3.790447950363159,473,0.0,1
473,0,1.0,0,3.1654255390167236,474,1.0,1
474,0,1.0,0,3.240428924560547,475,1.0,1
475,0,1.0,0,2.4204094409942627,476,1.0,1
476,0,1.0,0,2.307410717010498,477,1.0,1
477,0,1.0,0,3.9274380207061768,478,1.0,1
478,0,1.0,0,2.8714118003845215,479,1.0,1
479,0,1.0,0,2.2944109439849854,480,1.0,1
480,0,1.0,0,3.3704352378845215,481,1.0,1
481,0,1.0,0,2.4644088745117188,482,1.0,1
482,0,1.0,0,2.3294105529785156,483,1.0,1
483,0,1.0,0,2.547407627105713,484,1.0,1
484,0,1.0,0,2.729405403137207,485,1.0,1
485,0,1.0,0,2.3394103050231934,486,1.0,1
486,0,1.0,0,3.6194467544555664,487,1.0,1
487,0,1.0,0,2.6554064750671387,488,0.0,1
488,0,1.0,0,3.501441240310669,489,1.0,1
489,0,1.0,0,3.1154232025146484,490,1.0,1
490,0,1.0,0,4.205417633056641,491,1.0,1
491,0,1.0,0,2.643406391143799,492,1.0,1
492,0,1.0,0,4.413402557373047,493,1.0,1
493,0,1.0,0,2.50540828704834,494,1.0,1
494,0,1.0,0,4.009431838989258,495,1.0,1
495,0,1.0,0,3.3264331817626953,496,0.0,1
496,0,1.0,0,3.3434338569641113,497,1.0,1
497,0,1.0,0,4.326409339904785,498,1.0,1
498,0,1.0,0,2.221411943435669,499,1.0,1
499,0,1.0,0,3.3384337425231934,500,1.0,1
500,0,0.0,1,6.252269744873047,1,0.0,1
501,0,1.0,1,4.657384872436523,2,1.0,1
502,0,0.0,1,2.5724074840545654,3,1.0,1
503,0,1.0,1,4.839371681213379,4,0.0,1
504,0,0.0,1,3.463439464569092,5,1.0,1
505,0,0.0,1,7.185202121734619,6,0.0,1
506,0,1.0,1,5.023358345031738,7,1.0,1
507,0,0.0,1,6.613243579864502,8,0.0,1
508,0,1.0,1,3.1674256324768066,9,1.0,1
509,0,1.0,1,3.3264331817626953,10,0.0,1
510,0,1.0,1,4.292411804199219,11,1.0,1
511,0,1.0,1,3.0834217071533203,12,1.0,1
512,0,1.0,1,3.1764259338378906,13,1.0,1
513,0,1.0,1,4.705381393432617,14,1.0,1
514,0,1.0,1,2.8894126415252686,15,0.0,1
515,0,1.0,1,3.6404476165771484,16,1.0,1
516,0,1.0,1,2.997417688369751,17,1.0,1
517,0,1.0,1,3.9974329471588135,18,1.0,1
518,0,1.0,1,3.752450704574585,19,0.0,1
519,0,1.0,1,3.5924453735351562,20,1.0,1
520,0,1.0,1,3.465439558029175,21,1.0,1
521,0,1.0,1,3.6624488830566406,22,0.0,1
522,0,1.0,1,3.51544189453125,23,1.0,1
523,0,1.0,1,4.674384117126465,24,1.0,1
524,0,1.0,1,3.706450939178467,25,1.0,1
525,0,1.0,1,3.5624442100524902,26,0.0,1
