response,rt,feedback,subj_idx,split_by,trial,q_init
1.0,3.2185988426208496,1.0,0,0,175,0.5
1.0,2.442582845687866,1.0,0,0,176,0.5
1.0,2.540581464767456,1.0,0,0,177,0.5
1.0,3.0995934009552,1.0,0,0,178,0.5
1.0,2.3815836906433105,1.0,0,0,179,0.5
1.0,4.157597541809082,0.0,0,0,180,0.5
1.0,3.3796064853668213,1.0,0,0,181,0.5
1.0,2.31758451461792,1.0,0,0,182,0.5
1.0,3.293602466583252,1.0,0,0,183,0.5
1.0,2.7075793743133545,1.0,0,0,184,0.5
1.0,2.724579095840454,1.0,0,0,185,0.5
1.0,2.257585048675537,1.0,0,0,186,0.5
1.0,2.5735812187194824,1.0,0,0,187,0.5
1.0,2.491582155227661,1.0,0,0,188,0.5
1.0,2.408583164215088,1.0,0,0,189,0.5
1.0,2.6005806922912598,1.0,0,0,190,0.5
1.0,3.843620538711548,1.0,0,0,191,0.5
1.0,3.1325950622558594,0.0,0,0,192,0.5
0.0,2.776578426361084,0.0,0,0,193,0.5
0.0,2.7435789108276367,0.0,0,0,194,0.5
1.0,3.8516199588775635,1.0,0,0,195,0.5
1.0,2.673579692840576,1.0,0,0,196,0.5
1.0,3.32560396194458,1.0,0,0,197,0.5
1.0,2.805579662322998,1.0,0,0,198,0.5
1.0,2.9815878868103027,1.0,0,0,199,0.5
1.0,2.4725823402404785,1.0,0,0,200,0.5
1.0,2.58358097076416,1.0,0,0,201,0.5
1.0,2.123586893081665,1.0,0,0,202,0.5
1.0,2.4605824947357178,1.0,0,0,203,0.5
1.0,2.0605876445770264,1.0,0,0,204,0.5
1.0,2.8965840339660645,1.0,0,0,205,0.5
1.0,2.445582866668701,1.0,0,0,206,0.5
1.0,2.456582546234131,1.0,0,0,207,0.5
1.0,3.6516191959381104,1.0,0,0,208,0.5
1.0,2.585580825805664,1.0,0,0,209,0.5
1.0,2.0915873050689697,1.0,0,0,210,0.5
1.0,2.6185805797576904,1.0,0,0,211,0.5
1.0,2.9415860176086426,1.0,0,0,212,0.5
1.0,2.588580846786499,1.0,0,0,213,0.5
1.0,2.8805832862854004,1.0,0,0,214,0.5
1.0,2.535581588745117,1.0,0,0,215,0.5
1.0,3.081592559814453,1.0,0,0,216,0.5
1.0,2.501582145690918,1.0,0,0,217,0.5
1.0,2.9915883541107178,1.0,0,0,218,0.5
1.0,2.830580711364746,1.0,0,0,219,0.5
1.0,3.260601043701172,1.0,0,0,220,0.5
1.0,2.729578971862793,0.0,0,0,221,0.5
0.0,4.154598236083984,0.0,0,0,222,0.5
1.0,5.284516334533691,1.0,0,0,223,0.5
1.0,3.009589195251465,1.0,0,0,224,0.5
1.0,3.7196223735809326,1.0,0,0,225,0.5
1.0,3.1735968589782715,0.0,0,0,226,0.5
1.0,2.734579086303711,1.0,0,0,227,0.5
1.0,2.7485787868499756,1.0,0,0,228,0.5
1.0,2.500581979751587,1.0,0,0,229,0.5
1.0,3.2005982398986816,1.0,0,0,230,0.5
1.0,2.6125805377960205,1.0,0,0,231,0.5
1.0,3.521613121032715,1.0,0,0,232,0.5
1.0,3.2345995903015137,1.0,0,0,233,0.5
1.0,2.9515864849090576,1.0,0,0,234,0.5
1.0,3.046590805053711,1.0,0,0,235,0.5
1.0,2.5185818672180176,1.0,0,0,236,0.5
1.0,2.3325841426849365,1.0,0,0,237,0.5
1.0,2.5735812187194824,1.0,0,0,238,0.5
1.0,3.094593048095703,1.0,0,0,239,0.5
1.0,2.3275842666625977,1.0,0,0,240,0.5
1.0,3.014589309692383,1.0,0,0,241,0.5
1.0,2.309584617614746,1.0,0,0,242,0.5
1.0,2.9635870456695557,1.0,0,0,243,0.5
1.0,2.7145793437957764,1.0,0,0,244,0.5
1.0,3.007589101791382,1.0,0,0,245,0.5
1.0,2.3835835456848145,1.0,0,0,246,0.5
1.0,2.6155805587768555,1.0,0,0,247,0.5
1.0,2.2755849361419678,1.0,0,0,248,0.5
1.0,3.4056077003479004,1.0,0,0,249,0.5
1.0,2.9615869522094727,1.0,0,0,250,0.5
1.0,2.797579288482666,0.0,0,0,251,0.5
1.0,4.054605484008789,1.0,0,0,252,0.5
1.0,2.8975839614868164,0.0,0,0,253,0.5
1.0,3.816622495651245,1.0,0,0,254,0.5
1.0,3.322603702545166,1.0,0,0,255,0.5
1.0,3.57161545753479,0.0,0,0,256,0.5
1.0,3.280601978302002,1.0,0,0,257,0.5
1.0,3.6436188220977783,1.0,0,0,258,0.5
1.0,3.5106124877929688,1.0,0,0,259,0.5
1.0,4.945540428161621,1.0,0,0,260,0.5
1.0,2.2365853786468506,1.0,0,0,261,0.5
1.0,2.99958872795105,0.0,0,0,262,0.5
1.0,2.8935837745666504,1.0,0,0,263,0.5
1.0,2.6595799922943115,1.0,0,0,264,0.5
1.0,2.7105793952941895,1.0,0,0,265,0.5
1.0,4.0246076583862305,1.0,0,0,266,0.5
1.0,3.263601064682007,1.0,0,0,267,0.5
1.0,2.775578498840332,1.0,0,0,268,0.5
1.0,2.734579086303711,1.0,0,0,269,0.5
1.0,2.5225818157196045,1.0,0,0,270,0.5
1.0,2.996588706970215,1.0,0,0,271,0.5
1.0,2.593580722808838,1.0,0,0,272,0.5
1.0,2.5785810947418213,1.0,0,0,273,0.5
1.0,2.738579034805298,1.0,0,0,274,0.5
1.0,2.8935837745666504,1.0,0,0,275,0.5
1.0,2.414583206176758,0.0,0,0,276,0.5
1.0,3.4696106910705566,1.0,0,0,277,0.5
1.0,3.033590316772461,1.0,0,0,278,0.5
1.0,2.4225831031799316,1.0,0,0,279,0.5
1.0,3.082592487335205,1.0,0,0,280,0.5
1.0,2.458582639694214,1.0,0,0,281,0.5
1.0,2.9675872325897217,1.0,0,0,282,0.5
1.0,3.516613006591797,1.0,0,0,283,0.5
1.0,2.50258207321167,1.0,0,0,284,0.5
1.0,2.777578353881836,1.0,0,0,285,0.5
1.0,2.741579055786133,0.0,0,0,286,0.5
1.0,2.3015847206115723,1.0,0,0,287,0.5
1.0,2.404583215713501,0.0,0,0,288,0.5
1.0,5.728484153747559,1.0,0,0,289,0.5
1.0,2.814579963684082,0.0,0,0,290,0.5
1.0,4.020607948303223,0.0,0,0,291,0.5
1.0,3.801623582839966,1.0,0,0,292,0.5
1.0,2.7505788803100586,1.0,0,0,293,0.5
1.0,2.076587438583374,1.0,0,0,294,0.5
1.0,2.308584451675415,1.0,0,0,295,0.5
1.0,3.527613401412964,0.0,0,0,296,0.5
1.0,3.7076218128204346,1.0,0,0,297,0.5
1.0,2.3365840911865234,1.0,0,0,298,0.5
1.0,3.6566195487976074,1.0,0,0,299,0.5
1.0,2.630580425262451,0.0,0,0,300,0.5
1.0,2.728579044342041,1.0,0,0,301,0.5
1.0,3.1395952701568604,1.0,0,0,302,0.5
1.0,2.263585090637207,1.0,0,0,303,0.5
1.0,2.5685811042785645,1.0,0,0,304,0.5
1.0,3.816622495651245,0.0,0,0,305,0.5
1.0,4.340584754943848,1.0,0,0,306,0.5
1.0,3.601616859436035,0.0,0,0,307,0.5
1.0,2.785578727722168,1.0,0,0,308,0.5
1.0,2.7005794048309326,1.0,0,0,309,0.5
1.0,4.266590118408203,1.0,0,0,310,0.5
1.0,2.771578550338745,1.0,0,0,311,0.5
1.0,2.4205830097198486,1.0,0,0,312,0.5
1.0,2.8405814170837402,1.0,0,0,313,0.5
1.0,2.6235804557800293,1.0,0,0,314,0.5
1.0,2.641580104827881,1.0,0,0,315,0.5
1.0,3.1775970458984375,1.0,0,0,316,0.5
1.0,3.236599922180176,1.0,0,0,317,0.5
1.0,2.7055792808532715,1.0,0,0,318,0.5
1.0,3.964611768722534,1.0,0,0,319,0.5
1.0,2.819580316543579,1.0,0,0,320,0.5
1.0,2.2765848636627197,1.0,0,0,321,0.5
1.0,2.2455852031707764,1.0,0,0,322,0.5
1.0,3.057591438293457,1.0,0,0,323,0.5
1.0,4.0416059494018555,1.0,0,0,324,0.5
1.0,2.174586296081543,0.0,0,0,325,0.5
1.0,3.8506200313568115,1.0,0,0,326,0.5
1.0,3.093593120574951,1.0,0,0,327,0.5
1.0,3.072592258453369,1.0,0,0,328,0.5
1.0,5.565495491027832,0.0,0,0,329,0.5
1.0,2.4225831031799316,1.0,0,0,330,0.5
1.0,4.07960319519043,1.0,0,0,331,0.5
1.0,3.581615924835205,1.0,0,0,332,0.5
1.0,3.2335996627807617,0.0,0,0,333,0.5
1.0,3.25260066986084,1.0,0,0,334,0.5
1.0,2.808579921722412,1.0,0,0,335,0.5
1.0,2.9335856437683105,1.0,0,0,336,0.5
1.0,2.775578498840332,0.0,0,0,337,0.5
1.0,5.68748664855957,0.0,0,0,338,0.5
0.0,3.2195990085601807,0.0,0,0,339,0.5
1.0,3.4726109504699707,1.0,0,0,340,0.5
1.0,2.591580867767334,1.0,0,0,341,0.5
1.0,2.2465853691101074,1.0,0,0,342,0.5
1.0,3.4816112518310547,1.0,0,0,343,0.5
1.0,2.2815847396850586,1.0,0,0,344,0.5
1.0,3.015589475631714,0.0,0,0,345,0.5
1.0,3.6676199436187744,1.0,0,0,346,0.5
1.0,2.1985859870910645,1.0,0,0,347,0.5
1.0,2.9475862979888916,1.0,0,0,348,0.5
1.0,3.4276087284088135,1.0,0,0,349,0.5
1.0,3.534613609313965,1.0,0,0,350,0.5
1.0,3.068592071533203,1.0,0,0,351,0.5
1.0,2.8785829544067383,1.0,0,0,352,0.5
1.0,3.1135940551757812,1.0,0,0,353,0.5
1.0,2.4845821857452393,1.0,0,0,354,0.5
1.0,2.73957896232605,1.0,0,0,355,0.5
1.0,3.7586240768432617,1.0,0,0,356,0.5
1.0,2.9285855293273926,1.0,0,0,357,0.5
1.0,4.818550109863281,1.0,0,0,358,0.5
1.0,2.6505801677703857,1.0,0,0,359,0.5
1.0,2.221585512161255,1.0,0,0,360,0.5
0.0,2.647580146789551,1.0,0,0,361,0.5
0.0,2.6115806102752686,0.0,0,0,362,0.5
1.0,4.925541877746582,1.0,0,0,363,0.5
1.0,2.7125792503356934,1.0,0,0,364,0.5
1.0,4.329585075378418,1.0,0,0,365,0.5
1.0,3.9366137981414795,1.0,0,0,366,0.5
1.0,2.799579381942749,1.0,0,0,367,0.5
1.0,3.6636197566986084,1.0,0,0,368,0.5
1.0,3.534613609313965,1.0,0,0,369,0.5
1.0,3.7916243076324463,0.0,0,0,370,0.5
0.0,2.17258620262146,0.0,0,0,371,0.5
0.0,5.168524742126465,0.0,0,0,372,0.5
1.0,2.5285816192626953,1.0,0,0,373,0.5
1.0,3.328604221343994,0.0,0,0,374,0.5
1.0,4.199594497680664,1.0,0,0,375,0.5
1.0,3.512612819671631,1.0,0,0,376,0.5
1.0,3.6676199436187744,1.0,0,0,377,0.5
1.0,2.545581340789795,1.0,0,0,378,0.5
1.0,2.535581588745117,1.0,0,0,379,0.5
1.0,2.810579776763916,1.0,0,0,380,0.5
1.0,3.1825971603393555,1.0,0,0,381,0.5
1.0,5.02253532409668,1.0,0,0,382,0.5
1.0,4.057604789733887,1.0,0,0,383,0.5
1.0,2.396583318710327,1.0,0,0,384,0.5
1.0,3.7626242637634277,1.0,0,0,385,0.5
1.0,2.9775876998901367,0.0,0,0,386,0.5
1.0,3.1575961112976074,1.0,0,0,387,0.5
1.0,3.347604990005493,1.0,0,0,388,0.5
1.0,2.732578992843628,1.0,0,0,389,0.5
1.0,3.4616103172302246,1.0,0,0,390,0.5
1.0,3.4266085624694824,1.0,0,0,391,0.5
1.0,2.9695873260498047,1.0,0,0,392,0.5
1.0,3.1425952911376953,1.0,0,0,393,0.5
1.0,2.3755836486816406,1.0,0,0,394,0.5
1.0,3.585616111755371,1.0,0,0,395,0.5
1.0,2.8895835876464844,1.0,0,0,396,0.5
1.0,2.733579158782959,1.0,0,0,397,0.5
1.0,2.69357967376709,1.0,0,0,398,0.5
1.0,3.074592113494873,1.0,0,0,399,0.5
1.0,4.912543296813965,1.0,0,0,400,0.5
1.0,3.1545958518981934,1.0,0,0,401,0.5
1.0,6.12345552444458,1.0,0,0,402,0.5
1.0,2.462582588195801,1.0,0,0,403,0.5
1.0,2.4225831031799316,1.0,0,0,404,0.5
1.0,2.8845834732055664,1.0,0,0,405,0.5
1.0,2.397583484649658,0.0,0,0,406,0.5
0.0,2.8775830268859863,0.0,0,0,407,0.5
1.0,4.138599395751953,1.0,0,0,408,0.5
1.0,2.830580711364746,0.0,0,0,409,0.5
1.0,4.306587219238281,1.0,0,0,410,0.5
1.0,2.690579652786255,1.0,0,0,411,0.5
1.0,2.50258207321167,1.0,0,0,412,0.5
1.0,4.515571594238281,1.0,0,0,413,0.5
1.0,2.593580722808838,1.0,0,0,414,0.5
1.0,2.99958872795105,1.0,0,0,415,0.5
1.0,2.4155831336975098,1.0,0,0,416,0.5
1.0,3.1875975131988525,1.0,0,0,417,0.5
1.0,4.117600440979004,1.0,0,0,418,0.5
1.0,2.3415842056274414,0.0,0,0,419,0.5
1.0,3.060591697692871,1.0,0,0,420,0.5
1.0,4.195594787597656,0.0,0,0,421,0.5
1.0,3.3726062774658203,1.0,0,0,422,0.5
1.0,3.081592559814453,1.0,0,0,423,0.5
1.0,2.801579475402832,1.0,0,0,424,0.5
1.0,3.2375998497009277,1.0,0,0,425,0.5
1.0,2.9685873985290527,1.0,0,0,426,0.5
1.0,2.7575788497924805,0.0,0,0,427,0.5
1.0,4.296587944030762,1.0,0,0,428,0.5
1.0,3.6916210651397705,1.0,0,0,429,0.5
1.0,2.799579381942749,1.0,0,0,430,0.5
1.0,2.3815836906433105,1.0,0,0,431,0.5
1.0,3.1765971183776855,1.0,0,0,432,0.5
1.0,2.268584966659546,1.0,0,0,433,0.5
1.0,2.5185818672180176,1.0,0,0,434,0.5
1.0,2.1995859146118164,1.0,0,0,435,0.5
1.0,2.9115846157073975,1.0,0,0,436,0.5
0.0,2.3305842876434326,1.0,0,0,437,0.5
0.0,2.3895835876464844,0.0,0,0,438,0.5
1.0,2.458582639694214,1.0,0,0,439,0.5
1.0,3.626617908477783,1.0,0,0,440,0.5
1.0,3.4876115322113037,1.0,0,0,441,0.5
1.0,2.9085845947265625,1.0,0,0,442,0.5
1.0,2.598580837249756,1.0,0,0,443,0.5
1.0,4.725556373596191,1.0,0,0,444,0.5
1.0,4.231592178344727,1.0,0,0,445,0.5
1.0,4.318586349487305,1.0,0,0,446,0.5
1.0,2.7195792198181152,0.0,0,0,447,0.5
1.0,4.558568954467773,1.0,0,0,448,0.5
0.0,2.019587993621826,0.0,0,0,449,0.5
1.0,3.7926242351531982,1.0,0,0,450,0.5
1.0,2.797579288482666,1.0,0,0,451,0.5
1.0,2.271584987640381,1.0,0,0,452,0.5
1.0,2.1895859241485596,0.0,0,0,453,0.5
1.0,4.648562431335449,1.0,0,0,454,0.5
0.0,2.0965871810913086,0.0,0,0,455,0.5
1.0,3.6436188220977783,1.0,0,0,456,0.5
1.0,3.557614803314209,1.0,0,0,457,0.5
1.0,2.3245842456817627,1.0,0,0,458,0.5
1.0,3.060591697692871,1.0,0,0,459,0.5
1.0,2.1585865020751953,1.0,0,0,460,0.5
1.0,4.697558403015137,1.0,0,0,461,0.5
1.0,3.040590763092041,1.0,0,0,462,0.5
1.0,3.2375998497009277,1.0,0,0,463,0.5
1.0,3.2025980949401855,1.0,0,0,464,0.5
1.0,3.9776108264923096,1.0,0,0,465,0.5
1.0,2.9455862045288086,1.0,0,0,466,0.5
1.0,2.646580219268799,1.0,0,0,467,0.5
1.0,2.7095794677734375,1.0,0,0,468,0.5
1.0,2.493582248687744,1.0,0,0,469,0.5
1.0,3.27860164642334,1.0,0,0,470,0.5
1.0,3.1195943355560303,1.0,0,0,471,0.5
1.0,2.5535812377929688,1.0,0,0,472,0.5
1.0,2.831580877304077,1.0,0,0,473,0.5
1.0,2.694579601287842,1.0,0,0,474,0.5
1.0,2.7505788803100586,0.0,0,0,475,0.5
1.0,3.1245946884155273,0.0,0,0,476,0.5
1.0,4.794551849365234,1.0,0,0,477,0.5
1.0,2.6685798168182373,0.0,0,0,478,0.5
1.0,4.218593597412109,1.0,0,0,479,0.5
1.0,3.6416187286376953,1.0,0,0,480,0.5
1.0,4.89454460144043,1.0,0,0,481,0.5
1.0,3.9596121311187744,0.0,0,0,482,0.5
1.0,3.818622350692749,1.0,0,0,483,0.5
1.0,4.039606094360352,1.0,0,0,484,0.5
1.0,2.39858341217041,1.0,0,0,485,0.5
1.0,4.568568229675293,1.0,0,0,486,0.5
1.0,3.088593006134033,0.0,0,0,487,0.5
1.0,4.0416059494018555,1.0,0,0,488,0.5
1.0,2.5185818672180176,1.0,0,0,489,0.5
1.0,2.1975858211517334,1.0,0,0,490,0.5
1.0,2.805579662322998,1.0,0,0,491,0.5
1.0,4.1305999755859375,1.0,0,0,492,0.5
1.0,2.351583957672119,1.0,0,0,493,0.5
1.0,2.4715824127197266,1.0,0,0,494,0.5
1.0,2.3295841217041016,1.0,0,0,495,0.5
1.0,2.73957896232605,1.0,0,0,496,0.5
1.0,2.84658145904541,1.0,0,0,497,0.5
1.0,3.056591510772705,1.0,0,0,498,0.5
1.0,3.576615810394287,1.0,0,0,499,0.5
1.0,2.3895835876464844,1.0,0,0,500,0.5
1.0,4.462575912475586,0.0,0,1,1,0.5
0.0,2.82658052444458,1.0,0,1,2,0.5
0.0,3.4576101303100586,1.0,0,1,3,0.5
0.0,2.997588634490967,0.0,0,1,4,0.5
1.0,4.132599830627441,0.0,0,1,5,0.5
0.0,3.509612560272217,1.0,0,1,6,0.5
0.0,3.335604429244995,0.0,0,1,7,0.5
0.0,2.3295841217041016,0.0,0,1,8,0.5
1.0,4.114601135253906,0.0,0,1,9,0.5
0.0,2.4745824337005615,1.0,0,1,10,0.5
0.0,2.2995846271514893,1.0,0,1,11,0.5
0.0,3.333604335784912,1.0,0,1,12,0.5
0.0,2.2005858421325684,0.0,0,1,13,0.5
0.0,2.1385867595672607,1.0,0,1,14,0.5
0.0,2.9285855293273926,0.0,0,1,15,0.5
0.0,4.007608413696289,0.0,0,1,16,0.5
1.0,3.4116079807281494,1.0,0,1,17,0.5
0.0,3.2225990295410156,0.0,0,1,18,0.5
1.0,2.7015795707702637,0.0,0,1,19,0.5
1.0,5.972466468811035,1.0,0,1,20,0.5
0.0,4.941540718078613,0.0,0,1,21,0.5
1.0,3.970611333847046,1.0,0,1,22,0.5
1.0,2.822580337524414,1.0,0,1,23,0.5
1.0,2.631580352783203,1.0,0,1,24,0.5
1.0,2.9635870456695557,1.0,0,1,25,0.5
1.0,2.4735822677612305,0.0,0,1,26,0.5
