response,rt,feedback,subj_idx,split_by,trial,neural_reg,q_init
0.0,2.112511157989502,0.0,0,0,33,1.0548723091118049,0.5
0.0,1.9635131359100342,0.0,0,0,34,-0.3657112221350935,0.5
0.0,2.055511951446533,0.0,0,0,35,0.07849489893703625,0.5
1.0,1.7255159616470337,1.0,0,0,36,-0.7571176986521593,0.5
0.0,1.97251296043396,1.0,0,0,37,1.5391843309008444,0.5
1.0,2.3655080795288086,1.0,0,0,38,2.527951230635049,0.5
1.0,1.946513295173645,1.0,0,0,39,-0.25252422886921205,0.5
0.0,2.200510025024414,0.0,0,0,40,1.3653971597962213,0.5
1.0,2.243509531021118,1.0,0,0,41,1.2166177961905618,0.5
0.0,1.9805128574371338,0.0,0,0,42,0.12837209666082325,0.5
1.0,1.7145159244537354,1.0,0,0,43,-0.06986653096387688,0.5
1.0,1.8625143766403198,1.0,0,0,44,0.31666610999009065,0.5
1.0,1.7325159311294556,1.0,0,0,45,-0.403622866544851,0.5
1.0,1.736515998840332,0.0,0,0,46,-1.4882671762910944,0.5
0.0,1.9335135221481323,0.0,0,0,47,0.9291467943590938,0.5
0.0,1.7635157108306885,0.0,0,0,48,-1.7621462482199297,0.5
0.0,2.02451229095459,0.0,0,0,49,0.3315889416311588,0.5
0.0,2.151510715484619,0.0,0,0,50,1.6379360108369863,0.5
1.0,1.9795129299163818,1.0,0,0,51,0.13849005810748297,0.5
0.0,1.5915156602859497,0.0,0,0,52,-2.2913578833053174,0.5
1.0,1.950513243675232,0.0,0,0,53,-0.2531276101909492,0.5
0.0,1.7165158987045288,0.0,0,0,54,-1.1663598164202607,0.5
0.0,1.8855141401290894,0.0,0,0,55,0.5230989913798278,0.5
0.0,1.670515775680542,0.0,0,0,56,0.1259786106194022,0.5
0.0,1.7855154275894165,0.0,0,0,57,-0.8900627493564228,0.5
0.0,1.9415134191513062,0.0,0,0,58,0.6875040797213446,0.5
0.0,1.7985152006149292,1.0,0,0,59,-1.619852952886481,0.5
1.0,1.902513861656189,1.0,0,0,60,-0.4522882535974746,0.5
1.0,2.1405107975006104,1.0,0,0,61,1.00444776743454,0.5
1.0,1.8775142431259155,1.0,0,0,62,0.31955891999797753,0.5
1.0,1.602515697479248,0.0,0,0,63,-1.1545586503835887,0.5
0.0,2.062511920928955,0.0,0,0,64,1.1508023021575151,0.5
0.0,1.6315157413482666,0.0,0,0,65,0.07215422588111849,0.5
0.0,2.159510612487793,0.0,0,0,66,1.5212215271246348,0.5
0.0,1.7955152988433838,0.0,0,0,67,-0.9186201520083436,0.5
1.0,2.2365095615386963,1.0,0,0,68,2.2352595883979567,0.5
1.0,1.5825155973434448,1.0,0,0,69,-1.1227323780740655,0.5
1.0,1.8405146598815918,1.0,0,0,70,-0.6898123046784432,0.5
1.0,2.0875115394592285,1.0,0,0,71,1.192878460305108,0.5
1.0,1.8485145568847656,0.0,0,0,72,0.23390852423753505,0.5
0.0,1.611515760421753,0.0,0,0,73,-0.5976574503795765,0.5
0.0,2.197510242462158,0.0,0,0,74,3.0106685015671535,0.5
0.0,2.1355109214782715,0.0,0,0,75,1.6655212387372953,0.5
0.0,1.8695143461227417,0.0,0,0,76,-0.5371971937770157,0.5
1.0,2.0485119819641113,1.0,0,0,77,0.6425329035989497,0.5
0.0,1.6795158386230469,0.0,0,0,78,-0.013725052031040177,0.5
1.0,2.1945102214813232,1.0,0,0,79,0.7174500213176608,0.5
1.0,1.7385159730911255,1.0,0,0,80,0.32022170409799616,0.5
1.0,1.7465158700942993,0.0,0,0,81,-0.14263517666719644,0.5
1.0,2.0315122604370117,1.0,0,0,82,0.26786108054445645,0.5
1.0,1.9305135011672974,0.0,0,0,83,0.33934107169645117,0.5
0.0,1.876514196395874,0.0,0,0,84,-0.14539301035379493,0.5
1.0,2.104511260986328,1.0,0,0,85,0.4432777860678304,0.5
0.0,1.5745155811309814,0.0,0,0,86,-1.7522980992996446,0.5
1.0,2.0075125694274902,1.0,0,0,87,0.5983349079388158,0.5
0.0,2.063511848449707,0.0,0,0,88,1.8506354646248293,0.5
1.0,2.0755116939544678,1.0,0,0,89,1.994381586256635,0.5
0.0,2.021512508392334,0.0,0,0,90,0.6095706865861256,0.5
1.0,1.94951331615448,1.0,0,0,91,-0.34229569891388395,0.5
1.0,2.4135074615478516,0.0,0,0,92,2.277180325962266,0.5
0.0,1.6385157108306885,0.0,0,0,93,-1.6639113580209697,0.5
1.0,1.8965139389038086,0.0,0,0,94,-0.22871358640872444,0.5
0.0,2.1695103645324707,0.0,0,0,95,0.6094451451672717,0.5
0.0,1.9705129861831665,0.0,0,0,96,-0.5106972522241501,0.5
1.0,1.7465158700942993,1.0,0,0,97,-0.11613004460604673,0.5
1.0,2.0035126209259033,1.0,0,0,98,0.7551047451035325,0.5
0.0,1.924513578414917,0.0,0,0,99,1.0856215556972955,0.5
1.0,1.7105158567428589,1.0,0,0,100,-0.7010228893999575,0.5
1.0,1.60951566696167,1.0,0,0,101,-0.9206560597922945,0.5
0.0,1.6905158758163452,0.0,0,0,102,-1.0552928420723051,0.5
1.0,1.7415159940719604,1.0,0,0,103,-0.5191190621288521,0.5
0.0,1.8415147066116333,0.0,0,0,104,-1.10842727157754,0.5
1.0,1.8845140933990479,1.0,0,0,105,1.1245424820669578,0.5
1.0,1.7795155048370361,1.0,0,0,106,-1.0838464545368007,0.5
1.0,1.7055158615112305,0.0,0,0,107,-0.8160758042371956,0.5
1.0,1.9265135526657104,1.0,0,0,108,-0.25547217837914327,0.5
0.0,1.8125150203704834,0.0,0,0,109,-0.2774217273655078,0.5
1.0,2.114511251449585,0.0,0,0,110,1.1510387250650675,0.5
1.0,1.9185136556625366,1.0,0,0,111,0.9357529268110113,0.5
0.0,2.118511199951172,1.0,0,0,112,0.6612487020756825,0.5
1.0,1.9375134706497192,0.0,0,0,113,0.1575537093158364,0.5
0.0,1.6585158109664917,1.0,0,0,114,0.038055844261679066,0.5
0.0,1.7925152778625488,1.0,0,0,115,0.8773749902466182,0.5
0.0,1.8735142946243286,0.0,0,0,116,2.099408235334584,0.5
1.0,1.9605131149291992,1.0,0,0,117,0.561194116630771,0.5
1.0,1.945513367652893,1.0,0,0,118,2.184789270230887,0.5
1.0,2.011512517929077,1.0,0,0,119,-0.19360356314059424,0.5
1.0,1.9095138311386108,0.0,0,0,120,-0.11259550468972984,0.5
1.0,1.832514762878418,0.0,0,0,121,-0.3163237543274377,0.5
1.0,2.029512405395508,0.0,0,0,122,1.2692195509197175,0.5
0.0,1.6165157556533813,0.0,0,0,123,-1.2642905091493435,0.5
0.0,2.0035126209259033,1.0,0,0,124,-0.13101704913021822,0.5
0.0,1.78751540184021,1.0,0,0,125,0.491302489414397,0.5
0.0,1.667515754699707,1.0,0,0,126,-0.913632080177389,0.5
0.0,1.8685142993927002,1.0,0,0,127,0.7888666989225807,0.5
0.0,1.8565144538879395,0.0,0,0,128,0.31849839654298195,0.5
0.0,1.5795156955718994,0.0,0,0,129,-1.1800173394436102,0.5
0.0,1.8715143203735352,0.0,0,0,130,-0.12005865059568505,0.5
0.0,1.6745158433914185,1.0,0,0,131,-0.4425201947603941,0.5
0.0,1.709515929222107,0.0,0,0,132,-0.6007332242439499,0.5
1.0,1.5955157279968262,1.0,0,0,133,-2.4365508950219708,0.5
1.0,1.606515645980835,1.0,0,0,134,-2.20116933442271,0.5
1.0,1.7995152473449707,1.0,0,0,135,-0.7338119182462122,0.5
1.0,1.7865153551101685,0.0,0,0,136,-1.4544589416779943,0.5
0.0,1.7325159311294556,1.0,0,0,137,-0.6200130058544742,0.5
0.0,1.7705155611038208,0.0,0,0,138,-0.5584887296659223,0.5
0.0,1.6295157670974731,0.0,0,0,139,-1.6142190748164298,0.5
1.0,2.201509952545166,0.0,0,0,140,2.2494862181017377,0.5
1.0,1.9955127239227295,0.0,0,0,141,0.3867168125528911,0.5
1.0,2.159510612487793,1.0,0,0,142,0.9895376976636223,0.5
1.0,2.164510488510132,1.0,0,0,143,2.43396733771919,0.5
1.0,1.9695130586624146,0.0,0,0,144,-0.026868322340995288,0.5
0.0,2.2705092430114746,0.0,0,0,145,1.69484065491036,0.5
0.0,2.1835103034973145,0.0,0,0,146,2.66610476331128,0.5
0.0,2.0405120849609375,0.0,0,0,147,0.4136347254829171,0.5
1.0,1.9815129041671753,1.0,0,0,148,0.6197625130120902,0.5
0.0,1.7455159425735474,1.0,0,0,149,-0.9531766518500132,0.5
0.0,1.6225156784057617,1.0,0,0,150,-0.8704572611131417,0.5
1.0,1.8775142431259155,1.0,0,0,151,-0.5063833797284781,0.5
1.0,1.8215149641036987,1.0,0,0,152,-0.6818578344912192,0.5
0.0,1.8015152215957642,0.0,0,0,153,-0.9097099932788076,0.5
1.0,1.6555157899856567,1.0,0,0,154,0.22418298262477968,0.5
1.0,1.7475159168243408,1.0,0,0,155,-1.4617424609781278,0.5
1.0,1.9885127544403076,1.0,0,0,156,0.42305299680232,0.5
1.0,1.8215149641036987,1.0,0,0,157,-0.9038220954588126,0.5
0.0,1.9765129089355469,0.0,0,0,158,0.2595432221571632,0.5
1.0,2.1895103454589844,0.0,0,0,159,1.4961742488588123,0.5
1.0,1.8995139598846436,1.0,0,0,160,0.6037040223039011,0.5
1.0,1.78751540184021,1.0,0,0,161,-1.0401646325129221,0.5
0.0,1.7745155096054077,0.0,0,0,162,-1.1966677357228879,0.5
1.0,1.605515718460083,1.0,0,0,163,-1.501684843315913,0.5
1.0,2.112511157989502,1.0,0,0,164,1.379368278534777,0.5
0.0,1.8525145053863525,0.0,0,0,165,-0.2922327595568516,0.5
0.0,1.5975157022476196,1.0,0,0,166,-0.4465922344449991,0.5
0.0,2.074511766433716,0.0,0,0,167,0.6352091039851915,0.5
1.0,1.6355156898498535,1.0,0,0,168,-0.49918319611075923,0.5
0.0,2.0875115394592285,0.0,0,0,169,0.7275771876015266,0.5
1.0,1.8685142993927002,1.0,0,0,170,-0.18758652966957917,0.5
1.0,2.0395121574401855,1.0,0,0,171,1.1540311862945036,0.5
1.0,1.7135158777236938,1.0,0,0,172,-0.346340460341953,0.5
1.0,1.676515817642212,0.0,0,0,173,-1.0795869522867678,0.5
0.0,1.854514479637146,0.0,0,0,174,-0.3789071490650424,0.5
1.0,2.0985114574432373,1.0,0,0,175,0.8186355643860752,0.5
1.0,1.6145156621932983,1.0,0,0,176,-1.1192742305932857,0.5
1.0,1.5675156116485596,1.0,0,0,177,-1.3691772733835499,0.5
0.0,1.9395134449005127,0.0,0,0,178,-0.754465510393371,0.5
1.0,1.8715143203735352,1.0,0,0,179,0.1751547772305492,0.5
0.0,1.7215158939361572,0.0,0,0,180,0.011624187252732007,0.5
1.0,1.9995126724243164,1.0,0,0,181,0.4171707977925515,0.5
1.0,1.6995158195495605,1.0,0,0,182,0.21041420084050105,0.5
1.0,1.9125137329101562,1.0,0,0,183,0.969436704658897,0.5
1.0,1.6285157203674316,0.0,0,0,184,-1.6913542337650425,0.5
0.0,1.9835128784179688,0.0,0,0,185,1.4619059606116551,0.5
1.0,1.8685142993927002,1.0,0,0,186,0.218258737380392,0.5
1.0,1.9595131874084473,1.0,0,0,187,1.390880472183354,0.5
1.0,1.876514196395874,1.0,0,0,188,-0.6699828165154263,0.5
1.0,1.7275159358978271,1.0,0,0,189,-0.576597593249063,0.5
1.0,1.8695143461227417,0.0,0,0,190,1.2371294362000849,0.5
1.0,2.055511951446533,0.0,0,0,191,0.06890167749699297,0.5
0.0,1.7995152473449707,0.0,0,0,192,0.5941314534548169,0.5
0.0,2.1315109729766846,0.0,0,0,193,1.8910279281886775,0.5
0.0,1.7165158987045288,0.0,0,0,194,-1.3564961030765446,0.5
0.0,1.7445158958435059,0.0,0,0,195,-0.5276125716115941,0.5
1.0,1.7215158939361572,1.0,0,0,196,-0.27703210353643276,0.5
1.0,1.7075159549713135,1.0,0,0,197,-1.0252172265742927,0.5
0.0,1.8185149431228638,0.0,0,0,198,-1.0444329437351885,0.5
0.0,2.300508737564087,0.0,0,0,199,1.3900046524602034,0.5
1.0,1.879514217376709,1.0,0,0,200,-0.41045532803013307,0.5
1.0,1.780515432357788,1.0,0,0,201,-0.8684310823234861,0.5
0.0,1.9665130376815796,1.0,0,0,202,-0.2154587624269105,0.5
1.0,1.6995158195495605,1.0,0,0,203,0.0021246145641718004,0.5
0.0,1.788515329360962,0.0,0,0,204,0.09264808270990355,0.5
1.0,1.7975152730941772,1.0,0,0,205,-0.01277212857979583,0.5
1.0,1.9585131406784058,1.0,0,0,206,0.8282071142169493,0.5
1.0,1.6495157480239868,1.0,0,0,207,-0.5257107221691312,0.5
0.0,1.872514247894287,0.0,0,0,208,-0.50544770383821,0.5
1.0,1.6745158433914185,1.0,0,0,209,-1.170017267841839,0.5
1.0,1.7895153760910034,1.0,0,0,210,0.09745735340049341,0.5
1.0,2.158510684967041,0.0,0,0,211,0.9877608317783542,0.5
0.0,1.740515947341919,0.0,0,0,212,-0.7763952311761023,0.5
1.0,1.9555132389068604,1.0,0,0,213,-0.37942619539131595,0.5
1.0,1.8195149898529053,1.0,0,0,214,-0.7076052832789086,0.5
1.0,1.9125137329101562,0.0,0,0,215,0.7215559509828575,0.5
1.0,1.858514428138733,1.0,0,0,216,-0.9717703318962908,0.5
1.0,1.8145149946212769,0.0,0,0,217,0.4885954560443631,0.5
1.0,2.1255111694335938,1.0,0,0,218,0.8909884798901435,0.5
0.0,1.9575132131576538,0.0,0,0,219,0.732329994555674,0.5
0.0,1.7295159101486206,0.0,0,0,220,0.9486493843844789,0.5
1.0,1.784515380859375,1.0,0,0,221,0.3625476541384147,0.5
1.0,1.6745158433914185,0.0,0,0,222,-1.2626259235177375,0.5
1.0,1.7385159730911255,0.0,0,0,223,-0.38986287815005544,0.5
1.0,1.7915153503417969,1.0,0,0,224,-0.20999187835044303,0.5
0.0,1.7685155868530273,0.0,0,0,225,-0.9405450977644192,0.5
1.0,1.8145149946212769,1.0,0,0,226,0.10315747250480863,0.5
1.0,2.113511085510254,0.0,0,0,227,1.0781791104231855,0.5
0.0,1.9735130071640015,0.0,0,0,228,0.19498466505574935,0.5
1.0,1.8475146293640137,1.0,0,0,229,-0.5243465483642422,0.5
1.0,1.606515645980835,0.0,0,0,230,-1.7127883095909089,0.5
0.0,1.8645143508911133,0.0,0,0,231,0.08409815163576165,0.5
1.0,1.9145137071609497,0.0,0,0,232,0.01727180060144097,0.5
0.0,2.0495119094848633,0.0,0,0,233,0.9220864180151885,0.5
0.0,1.762515664100647,0.0,0,0,234,-0.8400503959449482,0.5
0.0,1.703515887260437,0.0,0,0,235,-0.9316429899254522,0.5
0.0,1.7135158777236938,0.0,0,0,236,-1.4025658154207357,0.5
0.0,1.6125156879425049,1.0,0,0,237,-0.1926053800362978,0.5
0.0,1.6615158319473267,0.0,0,0,238,-0.7368701635027816,0.5
0.0,1.9225136041641235,0.0,0,0,239,0.7429341405051224,0.5
1.0,1.6385157108306885,0.0,0,0,240,-1.8719324888240712,0.5
0.0,1.7215158939361572,0.0,0,0,241,-0.860729430899623,0.5
0.0,2.0735116004943848,0.0,0,0,242,0.28989687360089195,0.5
0.0,2.016512393951416,0.0,0,0,243,0.7579293662829004,0.5
1.0,1.9525132179260254,0.0,0,0,244,0.23022699703756092,0.5
0.0,1.6945158243179321,0.0,0,0,245,-0.6731735732448185,0.5
0.0,1.9405133724212646,0.0,0,0,246,-0.4489048847380524,0.5
0.0,1.9375134706497192,1.0,0,0,247,0.3510335315888205,0.5
0.0,1.8195149898529053,0.0,0,0,248,-0.5325799174405911,0.5
0.0,1.6965159177780151,0.0,0,0,249,-0.4782317808462714,0.5
0.0,1.730515956878662,1.0,0,0,250,-1.2428243723593169,0.5
0.0,2.011512517929077,0.0,0,0,251,1.3781648065403405,0.5
0.0,1.89751398563385,0.0,0,0,252,0.4125341233397254,0.5
0.0,2.056511878967285,0.0,0,0,253,1.5767569178045038,0.5
1.0,2.0415120124816895,1.0,0,0,254,0.8705246799726479,0.5
1.0,2.0385122299194336,1.0,0,0,255,0.7911540456860751,0.5
1.0,2.062511920928955,1.0,0,0,256,0.6972263145645197,0.5
1.0,1.8485145568847656,1.0,0,0,257,-0.5293087680523919,0.5
1.0,1.6945158243179321,1.0,0,0,258,-1.4605799509199595,0.5
1.0,1.9185136556625366,1.0,0,0,259,0.8495217852957269,0.5
1.0,1.703515887260437,1.0,0,0,260,-0.2697818259257571,0.5
1.0,1.706515908241272,0.0,0,0,261,0.32017208390101526,0.5
0.0,1.8895140886306763,1.0,0,0,262,-0.43342649644247094,0.5
0.0,1.7725155353546143,0.0,0,0,263,0.2115923424686182,0.5
0.0,1.6915159225463867,1.0,0,0,264,-1.0125489262674285,0.5
0.0,1.9965126514434814,0.0,0,0,265,1.009635369486359,0.5
1.0,1.7965152263641357,1.0,0,0,266,-1.162280360239274,0.5
1.0,2.020512342453003,0.0,0,0,267,0.8542709061307185,0.5
1.0,1.8415147066116333,1.0,0,0,268,-0.40777029650379404,0.5
1.0,1.9615131616592407,1.0,0,0,269,0.02107102626850473,0.5
1.0,1.63951575756073,1.0,0,0,270,-2.3643839336104233,0.5
1.0,1.7165158987045288,1.0,0,0,271,-0.9886782491311168,0.5
1.0,1.8495146036148071,0.0,0,0,272,0.37023747555844,0.5
0.0,1.7755155563354492,0.0,0,0,273,-0.15854638008852787,0.5
0.0,1.9515132904052734,1.0,0,0,274,1.0562824773208361,0.5
1.0,1.762515664100647,1.0,0,0,275,0.5740160225537692,0.5
0.0,1.9265135526657104,1.0,0,0,276,0.3219485495906846,0.5
0.0,1.8435146808624268,0.0,0,0,277,-0.4818034624411741,0.5
1.0,2.074511766433716,1.0,0,0,278,0.4750889074251812,0.5
1.0,1.7245159149169922,1.0,0,0,279,-0.546123778589998,0.5
1.0,1.7545157670974731,1.0,0,0,280,-0.4055608877482529,0.5
1.0,1.8925139904022217,1.0,0,0,281,-0.4134933289810334,0.5
1.0,1.9875128269195557,1.0,0,0,282,-0.0748561725841219,0.5
1.0,2.2315096855163574,1.0,0,0,283,2.115989403047093,0.5
1.0,1.6935158967971802,1.0,0,0,284,-1.3629794193583915,0.5
1.0,1.7895153760910034,1.0,0,0,285,0.11019741893710498,0.5
0.0,1.8885140419006348,1.0,0,0,286,-0.3839734866933507,0.5
1.0,1.697515845298767,1.0,0,0,287,-1.1506240416739453,0.5
0.0,2.153510570526123,0.0,0,0,288,2.3448265363835303,0.5
1.0,1.7285159826278687,1.0,0,0,289,-0.3982015709242001,0.5
1.0,1.9735130071640015,0.0,0,0,290,1.3415284983191382,0.5
0.0,1.7025158405303955,0.0,0,0,291,-0.5854958404951137,0.5
1.0,1.9625130891799927,1.0,0,0,292,0.5391270758306885,0.5
0.0,1.8425146341323853,0.0,0,0,293,-0.14423917386243312,0.5
1.0,1.6415157318115234,0.0,0,0,294,-1.5271512815802575,0.5
1.0,2.1885101795196533,1.0,0,0,295,0.978147557197286,0.5
1.0,1.7965152263641357,1.0,0,0,296,0.18356587382544676,0.5
1.0,1.8215149641036987,0.0,0,0,297,0.5839551051096926,0.5
0.0,2.0815114974975586,0.0,0,0,298,1.6112925022821034,0.5
0.0,1.81051504611969,0.0,0,0,299,1.3598338402528019,0.5
1.0,1.8145149946212769,1.0,0,0,300,-0.5182629359831514,0.5
0.0,1.740515947341919,0.0,0,0,301,-0.9007918179199591,0.5
1.0,2.0315122604370117,1.0,0,0,302,0.4444128480650968,0.5
1.0,1.835514783859253,0.0,0,0,303,1.2354082093805172,0.5
1.0,1.6895158290863037,1.0,0,0,304,-1.7387484814107488,0.5
1.0,1.8855141401290894,1.0,0,0,305,0.0016471174795248539,0.5
1.0,1.9865127801895142,0.0,0,0,306,-0.14546744282175042,0.5
0.0,1.9335135221481323,0.0,0,0,307,-0.35463906196556766,0.5
1.0,1.8295148611068726,1.0,0,0,308,0.19875264390364572,0.5
1.0,1.8865140676498413,1.0,0,0,309,-0.15050614056306172,0.5
0.0,1.670515775680542,0.0,0,0,310,-0.9523963105521722,0.5
1.0,1.7635157108306885,1.0,0,0,311,-0.19743563331762026,0.5
1.0,1.9165136814117432,1.0,0,0,312,-0.13568101722668913,0.5
0.0,1.7485158443450928,0.0,0,0,313,-0.0790276623172382,0.5
0.0,2.0035126209259033,1.0,0,0,314,0.8277824819259764,0.5
0.0,1.7055158615112305,0.0,0,0,315,-1.3663907872357848,0.5
1.0,1.9165136814117432,1.0,0,0,316,0.005982303734474352,0.5
1.0,1.9835128784179688,1.0,0,0,317,0.22330719398804763,0.5
1.0,1.8675143718719482,1.0,0,0,318,1.2794725132942315,0.5
1.0,1.9865127801895142,1.0,0,0,319,1.4957320051456156,0.5
1.0,1.8255149126052856,1.0,0,0,320,-0.26924102979308745,0.5
1.0,1.7155158519744873,0.0,0,0,321,-0.4471738566557591,0.5
1.0,1.765515685081482,1.0,0,0,322,-0.9895987648699159,0.5
0.0,2.3195085525512695,0.0,0,0,323,1.6260794245333965,0.5
1.0,1.8435146808624268,1.0,0,0,324,0.39273719603696067,0.5
1.0,2.214509963989258,0.0,0,0,325,1.3955555126962274,0.5
0.0,2.0015125274658203,0.0,0,0,326,1.6660445645476596,0.5
0.0,2.145510673522949,0.0,0,0,327,0.753983076801723,0.5
1.0,1.7995152473449707,1.0,0,0,328,-1.5596752799774922,0.5
1.0,1.6625157594680786,1.0,0,0,329,-0.6965452378785525,0.5
0.0,1.7945152521133423,0.0,0,0,330,-0.9027868863097096,0.5
1.0,1.7245159149169922,1.0,0,0,331,-1.6265879290637568,0.5
1.0,2.0025126934051514,1.0,0,0,332,0.8730877036569706,0.5
0.0,1.6925158500671387,0.0,0,0,333,-1.0581398297339406,0.5
1.0,1.6645158529281616,1.0,0,0,334,-1.969045170866017,0.5
1.0,1.89751398563385,1.0,0,0,335,1.1787643426874623,0.5
1.0,1.94951331615448,0.0,0,0,336,-0.2502508362220039,0.5
1.0,1.7485158443450928,1.0,0,0,337,-0.875904403855389,0.5
1.0,2.16351056098938,0.0,0,0,338,1.4606594008765104,0.5
0.0,1.7705155611038208,0.0,0,0,339,-0.8109718195792667,0.5
0.0,2.060511827468872,0.0,0,0,340,1.4004589691261584,0.5
1.0,1.8735142946243286,1.0,0,0,341,-0.9455759129855146,0.5
1.0,1.875514268875122,1.0,0,0,342,-0.7969076321007094,0.5
1.0,1.6885159015655518,1.0,0,0,343,-0.3696001346626735,0.5
0.0,2.058511972427368,0.0,0,0,344,0.22793589169250408,0.5
1.0,1.7475159168243408,1.0,0,0,345,-1.3604381127460996,0.5
1.0,1.6435158252716064,0.0,0,0,346,-1.1313631095233088,0.5
1.0,2.162510633468628,1.0,0,0,347,1.3097629904996444,0.5
1.0,2.009512424468994,0.0,0,0,348,0.9376694399047005,0.5
1.0,1.7175159454345703,0.0,0,0,349,-1.110505425677055,0.5
0.0,1.9435133934020996,0.0,0,0,350,0.5164689981516754,0.5
1.0,1.8595144748687744,1.0,0,0,351,-0.20043611375133807,0.5
1.0,1.7735155820846558,1.0,0,0,352,-0.5195778701119519,0.5
0.0,1.7425159215927124,0.0,0,0,353,-0.7818813791401072,0.5
1.0,1.854514479637146,1.0,0,0,354,-0.21137702861278918,0.5
0.0,1.9665130376815796,0.0,0,0,355,1.0046129400522568,0.5
0.0,1.7265158891677856,0.0,0,0,356,-0.5810179621415007,0.5
0.0,1.8345147371292114,1.0,0,0,357,-1.1915106205233872,0.5
0.0,1.7455159425735474,0.0,0,0,358,-1.194691178081663,0.5
0.0,1.8525145053863525,0.0,0,0,359,-0.5596790318620374,0.5
1.0,1.7925152778625488,1.0,0,0,360,-0.6444032907337601,0.5
1.0,2.015512466430664,1.0,0,0,361,1.8135414781836934,0.5
0.0,1.7255159616470337,0.0,0,0,362,0.3053562622583412,0.5
1.0,1.6655157804489136,1.0,0,0,363,-0.4594577291015257,0.5
1.0,1.7415159940719604,1.0,0,0,364,-1.014210816876096,0.5
1.0,1.6185157299041748,1.0,0,0,365,-1.647587865068398,0.5
1.0,1.7475159168243408,0.0,0,0,366,0.06291727577745988,0.5
1.0,1.7995152473449707,1.0,0,0,367,-0.109140057385134,0.5
0.0,1.7745155096054077,1.0,0,0,368,-1.472557047946746,0.5
1.0,2.103511333465576,1.0,0,0,369,0.6688674819942101,0.5
0.0,1.9315135478973389,1.0,0,0,370,0.8529061619559588,0.5
0.0,1.9995126724243164,0.0,0,0,371,1.0749826074569984,0.5
1.0,2.0475120544433594,0.0,0,0,372,1.3253275993330247,0.5
1.0,1.5705156326293945,1.0,0,0,373,-1.9119846494280728,0.5
1.0,2.2205097675323486,0.0,0,0,374,2.0891444725317196,0.5
1.0,2.023512363433838,1.0,0,0,375,0.9269761092406726,0.5
1.0,1.8205149173736572,1.0,0,0,376,-0.2732323607915954,0.5
0.0,2.114511251449585,0.0,0,0,377,0.7953966655214952,0.5
1.0,1.9365134239196777,1.0,0,0,378,0.232994993403633,0.5
1.0,1.9765129089355469,1.0,0,0,379,-0.15797271302983223,0.5
1.0,1.78751540184021,1.0,0,0,380,0.20390068373085923,0.5
1.0,1.950513243675232,1.0,0,0,381,0.35156013981265377,0.5
1.0,1.923513650894165,1.0,0,0,382,1.934221294850004,0.5
1.0,1.9945127964019775,1.0,0,0,383,0.4008883268152854,0.5
1.0,1.8175150156021118,1.0,0,0,384,-0.31609295173549984,0.5
1.0,1.8185149431228638,1.0,0,0,385,-0.3741257152804457,0.5
